date,Open,Low,High,Close,date1
2016-09-12,126.95,125.3,128.97,126.855,2016-09-12
2016-09-15,128.81,127.67,129.1,128.8202,2016-09-15
2016-09-19,128.845,128.26,130.09,128.66,2016-09-19
2016-09-20,128.285,128.0307,129.17,129.0,2016-09-20
2016-09-21,129.39,128.39,130.005,129.91,2016-09-21
2016-09-22,130.31,128.1,130.73,128.35,2016-09-22
2016-09-26,127.49,126.8,128.16,127.5299,2016-09-26
2016-09-28,129.411,128.4,129.47,128.78,2016-09-28
2016-09-30,128.47,127.45,128.59,127.89,2016-09-30
2016-10-03,128.15,127.8,129.09,128.4603,2016-10-03
2016-10-04,128.38,127.5499,129.2765,129.1,2016-10-04
2016-10-05,128.75,127.83,128.8,128.15,2016-10-05
2016-10-07,129.03,128.33,129.25,128.97,2016-10-07
2016-10-10,129.49,129.15,130.7,130.55,2016-10-10
2016-10-11,128.52,128.23,130.64,128.99,2016-10-11
2016-10-12,129.255,128.46,129.66,129.19,2016-10-12
2016-10-13,127.98,126.75,128.66,127.155,2016-10-13
2016-10-17,127.68,127.32,128.47,127.696,2016-10-17
2016-10-18,128.8,128.01,129.39,129.135,2016-10-18
2016-10-19,129.8,128.5,130.47,130.06,2016-10-19
2016-10-20,130.02,129.5,130.66,130.0501,2016-10-20
2016-10-21,129.99,129.6,132.19,132.01,2016-10-21
2016-10-25,132.55,131.67,133.84,133.4,2016-10-25
2016-10-26,131.68,130.935,132.26,131.225,2016-10-26
2016-10-27,130.21,128.5,131.86,130.24,2016-10-27
2016-10-28,131.55,129.78,132.97,132.86,2016-10-28
2016-11-01,129.6,128.65,132.04,130.46,2016-11-01
2016-11-02,128.685,116.31,130.44,129.405,2016-11-02
2016-11-07,122.33,121.35,123.2089,122.485,2016-11-07
2016-11-08,121.95,121.54,124.61,122.38,2016-11-08
2016-11-09,121.5244,120.16,124.5,123.15,2016-11-09
2016-11-10,123.1,122.9,123.14,123.11,2016-11-10
2016-11-14,115.0,113.5535,119.48,116.1397,2016-11-14
2016-11-15,114.97,114.96,115.15,115.0,2016-11-15
2016-11-22,121.4627,120.9,122.98,121.69,2016-11-22
2016-11-23,121.25,121.2,121.4,121.26,2016-11-23
2016-11-25,121.07,120.07,121.25,120.24,2016-11-25
2016-11-28,120.4872,119.6,121.69,121.17,2016-11-28
2016-11-29,120.6,120.32,122.1,121.3134,2016-11-29
2016-11-30,118.5073,117.95,121.79,118.51,2016-11-30
2016-12-01,115.14,114.0,118.79,115.15,2016-12-01
2016-12-02,114.99,114.86,115.04,114.91,2016-12-02
2016-12-08,118.8039,117.6,119.5,118.72,2016-12-08
2016-12-09,118.87,118.75,118.87,118.87,2016-12-09
2016-12-12,118.4961,117.6,119.48,118.444,2016-12-12
2016-12-13,118.19,117.6,121.52,117.65,2016-12-13
2016-12-14,120.46,120.43,120.63,120.43,2016-12-14
2016-12-15,119.71,119.63,122.5,120.4627,2016-12-15
2016-12-16,120.57,120.5,120.57,120.57,2016-12-16
2016-12-19,119.89,118.51,120.36,119.685,2016-12-19
2016-12-20,119.42,119.27,119.43,119.35,2016-12-20
2016-12-23,116.38,116.3,117.59,117.055,2016-12-23
2016-12-24,117.15,117.15,117.15,117.15,2016-12-24
2016-12-27,118.49,116.86399999999999,118.68,117.98,2016-12-27
2016-12-28,117.98,117.95,118.16,118.01,2016-12-28
2016-12-30,115.0299,114.7739,116.83,115.3301,2016-12-30
2016-12-31,115.12,115.12,115.25,115.17,2016-12-31
2017-01-03,117.33,115.05,117.84,116.91,2017-01-03
2017-01-04,116.75,116.66,119.66,119.4567,2017-01-04
2017-01-05,118.51,118.3,120.95,118.65,2017-01-05
2017-01-06,122.11,120.03,123.88,123.42,2017-01-06
2017-01-07,123.33,123.33,123.4,123.35,2017-01-07
2017-01-09,123.41,123.04,125.43,124.83,2017-01-09
2017-01-10,124.925,124.28,125.5,124.6418,2017-01-10
2017-01-11,124.35,124.01,126.15,124.3,2017-01-11
2017-01-12,126.14,124.8,126.94,125.4046,2017-01-12
2017-01-13,128.66,126.89,129.27,128.9799,2017-01-13
2017-01-14,128.42,128.39,128.44,128.4,2017-01-14
2017-01-17,127.98,127.4,128.49,127.76,2017-01-17
2017-01-18,127.3692,126.84,128.43,126.94,2017-01-18
2017-01-19,127.95,127.45,128.45,128.07,2017-01-19
2017-01-20,127.11,126.78,128.48,127.95,2017-01-20
2017-01-21,127.05,127.03,127.05,127.05,2017-01-21
2017-01-23,127.635,126.64,129.25,127.69,2017-01-23
2017-01-24,129.45,128.38,129.9,129.07,2017-01-24
2017-01-25,131.125,129.1,131.74,130.94,2017-01-25
2017-01-26,132.525,131.2,133.86,132.8799,2017-01-26
2017-01-27,131.9,131.08,132.95,132.08,2017-01-27
2017-01-28,132.1,132.0,132.15,132.05,2017-01-28
2017-01-30,130.4148,129.6,132.17,130.5442,2017-01-30
2017-01-31,130.075,129.5157,131.48,130.76,2017-01-31
2017-02-01,133.35,130.32,137.99,131.68,2017-02-01
2017-02-02,131.4815,130.0,135.49,133.23,2017-02-02
2017-02-03,131.62,130.15,132.85,131.32399999999998,2017-02-03
2017-02-04,130.95,130.9,130.98,130.95,2017-02-04
2017-02-06,131.46,130.3,132.2,130.7,2017-02-06
2017-02-07,132.1402,103.0,133.0,131.97,2017-02-07
2017-02-08,134.0855,131.5,134.44,132.52,2017-02-08
2017-02-09,133.51,133.31,134.77,134.005,2017-02-09
2017-02-10,134.71,133.68,134.94,134.15,2017-02-10
2017-02-11,134.05,134.03,134.1,134.05,2017-02-11
2017-02-13,134.54,133.7,134.73,134.01,2017-02-13
2017-02-14,133.75,132.55,134.23,133.04,2017-02-14
2017-02-15,132.9665,132.66,134.1,133.18,2017-02-15
2017-02-16,133.55,133.0,133.87,133.31,2017-02-16
2017-02-17,133.425,133.07,134.0912,133.51,2017-02-17
2017-02-18,133.37,133.37,133.39,133.39,2017-02-18
2017-02-21,133.33,132.9,134.28,133.67,2017-02-21
2017-02-22,133.6,133.4,136.79,136.395,2017-02-22
2017-02-23,136.34,134.33,136.4,135.041,2017-02-23
2017-02-24,135.25,133.6,135.62,134.1,2017-02-24
2017-02-25,135.32,135.31,135.43,135.35,2017-02-25
2017-02-27,136.3,135.02,137.1846,135.22,2017-02-27
2017-02-28,136.13,134.75,136.805,135.63,2017-02-28
2017-03-01,137.37,135.25,137.48,136.2,2017-03-01
2017-03-02,136.735,136.31,137.82,136.7706,2017-03-02
2017-03-03,136.37,136.08,137.33,137.08,2017-03-03
2017-03-04,137.15,137.07,137.16,137.11,2017-03-04
2017-03-06,137.065,136.51,137.83,137.67,2017-03-06
2017-03-07,137.485,136.99,138.37,137.41,2017-03-07
2017-03-08,137.75,137.0,137.99,137.86,2017-03-08
2017-03-09,138.22,137.3,138.57,138.165,2017-03-09
2017-03-10,138.97,138.22,140.6361,138.43,2017-03-10
2017-03-11,138.71,138.71,138.78,138.75,2017-03-11
2017-03-13,139.5452,138.43,139.68,139.4901,2017-03-13
2017-03-14,138.82,138.52,139.6,138.89,2017-03-14
2017-03-15,139.3395,138.49,140.0,138.89,2017-03-15
2017-03-16,140.0,139.72,140.6,140.0,2017-03-16
2017-03-17,139.81,139.7,140.34,139.83,2017-03-17
2017-03-20,139.675,139.25,140.19,139.675,2017-03-20
2017-03-21,140.19,138.34,142.3082,140.93,2017-03-21
2017-03-22,139.07,137.6,139.79,138.1,2017-03-22
2017-03-23,139.79,139.09,140.39,139.98,2017-03-23
2017-03-24,140.18,139.5,141.0244,140.27,2017-03-24
2017-03-27,140.21,138.77,140.65,140.13,2017-03-27
2017-03-28,140.8142,140.0,141.95,141.69,2017-03-28
2017-03-29,141.88,141.43,142.86,142.14,2017-03-29
2017-03-30,142.43,141.85,142.95,142.3575,2017-03-30
2017-03-31,142.37,141.5,142.63,142.4465,2017-03-31
2017-04-03,142.04,140.82,142.47,141.16,2017-04-03
2017-04-04,141.58,141.27,142.28,141.57,2017-04-04
2017-04-05,141.55,141.29,143.44,142.7699,2017-04-05
2017-04-06,141.37,140.91,142.35,141.9391,2017-04-06
2017-04-07,141.22,140.24,141.55,140.77,2017-04-07
2017-04-10,140.95,140.63,141.43,141.1458,2017-04-10
2017-04-11,139.85,138.81,141.2,139.19,2017-04-11
2017-04-12,140.3,139.44,140.4,139.96,2017-04-12
2017-04-13,139.86,139.15,140.58,140.24,2017-04-13
2017-04-17,140.77,139.43,141.78,140.87,2017-04-17
2017-04-18,141.37,140.61,141.905,141.1299,2017-04-18
2017-04-19,142.378,141.0,143.04,142.43,2017-04-19
2017-04-20,143.78,142.48,144.25,143.92,2017-04-20
2017-04-21,143.54,143.39,144.17,143.51,2017-04-21
2017-04-24,145.2,143.68,145.69,145.38,2017-04-24
2017-04-25,146.79,145.15,147.15,147.07,2017-04-25
2017-04-26,147.48,146.09,147.59,147.06,2017-04-26
2017-04-27,149.59,146.14,149.74,147.2,2017-04-27
2017-04-28,149.98,149.05,151.53,149.8755,2017-04-28
2017-05-01,151.74,150.55,152.65,152.421,2017-05-01
2017-05-02,152.71,151.66,153.44,152.73,2017-05-02
2017-05-03,152.0269,145.45,154.85,151.97,2017-05-03
2017-05-04,150.72,148.72,151.8,149.4,2017-05-04
2017-05-05,150.1,149.79,151.63,150.1984,2017-05-05
2017-05-06,150.15,150.15,150.15,150.15,2017-05-06
2017-05-08,150.75,149.74,151.15,150.615,2017-05-08
2017-05-09,150.84,150.12,152.59,150.6144,2017-05-09
2017-05-10,149.77,148.86,151.35,150.105,2017-05-10
2017-05-11,150.63,149.41,151.56,149.9834,2017-05-11
2017-05-12,150.0836,149.63,150.5,150.0222,2017-05-12
2017-05-15,150.61,149.77,151.48,150.05,2017-05-15
2017-05-16,149.17,149.03,150.83,149.505,2017-05-16
2017-05-17,147.7,144.4216,149.11,147.2826,2017-05-17
2017-05-18,147.0,143.6,148.25,146.9826,2017-05-18
2017-05-19,148.82,147.87,149.39,148.65,2017-05-19
2017-05-22,148.2,147.69,148.75,148.24,2017-05-22
2017-05-23,147.8799,147.25,148.81,147.355,2017-05-23
2017-05-24,149.71,139.97,150.23,149.36,2017-05-24
2017-05-25,150.34,149.95,152.59,152.52,2017-05-25
2017-05-26,151.4835,151.15,152.25,151.6395,2017-05-26
2017-05-30,152.68,151.64,152.9,152.51,2017-05-30
2017-05-31,151.49,151.09,153.35,151.63,2017-05-31
2017-06-01,151.315,150.3,152.29,151.33,2017-06-01
2017-06-02,153.51,151.23,153.64,151.51,2017-06-02
2017-06-05,153.74,153.02,154.7088,153.65,2017-06-05
2017-06-06,153.845,152.48,154.52,153.2,2017-06-06
2017-06-07,153.35,152.34,153.75,153.25,2017-06-07
2017-06-08,153.7,153.1,154.75,154.04,2017-06-08
2017-06-09,149.67,146.61,155.59,149.66,2017-06-09
2017-06-12,148.0952,144.56,149.5,148.7,2017-06-12
2017-06-13,149.8,148.82,151.18,150.91,2017-06-13
2017-06-14,151.525,149.05,152.4,151.0,2017-06-14
2017-06-15,148.66,146.3747,150.0366,147.7,2017-06-15
2017-06-16,150.11,148.6,150.9,149.0416,2017-06-16
2017-06-19,152.9,151.0,153.57,152.85,2017-06-19
2017-06-20,152.74,152.19,153.84,153.15,2017-06-20
2017-06-21,152.35,151.75,154.08,153.1464,2017-06-21
2017-06-22,153.77,152.91,154.55,153.86,2017-06-22
2017-06-23,154.23,152.65,155.24,154.51,2017-06-23
2017-06-26,154.78,153.1954,156.5,153.68,2017-06-26
2017-06-27,153.15,150.39,153.66,151.05,2017-06-27
2017-06-28,150.1,149.2,153.59,153.04,2017-06-28
2017-06-29,151.45,148.9175,153.4,150.81,2017-06-29
2017-06-30,151.05,150.06,152.1,151.36,2017-06-30
2017-07-03,148.33,147.8,152.15,151.75,2017-07-03
2017-07-05,149.79,147.8,150.85,149.23,2017-07-05
2017-07-06,148.65,148.0,150.36,149.12,2017-07-06
2017-07-07,151.23,148.4,151.99,151.48,2017-07-07
2017-07-10,153.845,151.47,153.98,153.44,2017-07-10
2017-07-11,154.1601,152.91,155.4225,153.01,2017-07-11
2017-07-12,157.7,155.32,159.16,156.28,2017-07-12
2017-07-13,159.24,158.4227,159.78,159.39,2017-07-13
2017-07-14,160.09,159.02,160.32,159.99,2017-07-14
2017-07-17,160.25,158.81,160.78,160.44,2017-07-17
2017-07-18,159.89,158.75,163.73,162.75,2017-07-18
2017-07-19,164.83,162.98,165.7,163.35,2017-07-19
2017-07-20,164.32,162.81,165.14,164.7,2017-07-20
2017-07-21,164.19,163.45,165.05,164.65,2017-07-21
2017-07-24,165.0,164.15,166.5,164.99,2017-07-24
2017-07-25,165.08,163.8619,165.85,165.72,2017-07-25
2017-07-26,164.81,158.0,173.39,171.25,2017-07-26
2017-07-27,172.55,167.5,179.21,171.14,2017-07-27
2017-07-28,172.45,169.05,173.43,172.4,2017-07-28
2017-07-31,172.2162,168.55,172.72,170.0763,2017-07-31
2017-08-01,170.6,168.85,171.05,170.29,2017-08-01
2017-08-02,169.15,166.91,170.9,168.69,2017-08-02
2017-08-03,168.325,168.25,169.7,168.92,2017-08-03
2017-08-04,169.21,168.59,170.06,169.63,2017-08-04
2017-08-07,171.86,169.66,172.25,171.7289,2017-08-07
2017-08-08,171.87,170.4,173.05,172.62,2017-08-08
2017-08-09,171.2299,169.56,171.45,169.9,2017-08-09
2017-08-10,167.7818,166.5,170.73,168.33,2017-08-10
2017-08-11,168.41,166.0,169.18,167.86,2017-08-11
2017-08-14,169.7,168.08,171.08,170.82,2017-08-14
2017-08-15,171.5,170.01,171.6,171.5,2017-08-15
2017-08-16,170.45,169.24,171.97,170.0,2017-08-16
2017-08-17,169.64,166.61,170.0,166.9,2017-08-17
2017-08-18,167.44,166.21,168.67,167.62,2017-08-18
2017-08-21,167.8,165.82,168.0,167.56,2017-08-21
2017-08-22,169.33,167.15,169.87,168.45,2017-08-22
2017-08-23,168.8258,168.2,169.5,169.35,2017-08-23
2017-08-24,168.05,166.41,169.5,167.74,2017-08-24
2017-08-25,166.84,166.0,168.5,166.5,2017-08-25
2017-08-28,166.22,165.88,167.7,166.5,2017-08-28
2017-08-29,166.22,165.0,168.425,168.1,2017-08-29
2017-08-30,169.73,167.63,170.18,168.65,2017-08-30
2017-08-31,170.46,170.05,172.145,171.9001,2017-08-31
2017-09-01,172.29,171.31,172.915,172.39,2017-09-01
2017-09-05,170.72,169.55,172.3875,170.6804,2017-09-05
2017-09-06,171.35,169.57,172.48,170.02,2017-09-06
2017-09-07,170.4,170.27,173.3067,173.19,2017-09-07
2017-09-08,172.8499,170.8,173.49,171.3,2017-09-08
2017-09-11,173.15,171.99,173.89,173.16,2017-09-11
2017-09-12,172.28,171.75,174.0,172.824,2017-09-12
2017-09-13,172.66,172.06,173.17,172.7969,2017-09-13
2017-09-14,170.83,170.45,172.9,171.105,2017-09-14
2017-09-15,171.72,170.26,172.34,171.52,2017-09-15
2017-09-18,172.15,169.34,172.4,171.4999,2017-09-18
2017-09-19,171.69,170.36,172.56,170.4,2017-09-19
2017-09-20,171.8119,170.7,173.05,172.28,2017-09-20
2017-09-21,171.89,170.01,172.6,172.005,2017-09-21
2017-09-22,170.09,169.1,171.73,170.03,2017-09-22
2017-09-25,164.7,161.56,170.52,162.7638,2017-09-25
2017-09-26,165.045,162.78,165.5,164.35,2017-09-26
2017-09-27,167.8,164.85,168.34,168.15,2017-09-27
2017-09-28,168.58,167.16,169.0696,167.89,2017-09-28
2017-09-29,169.0,168.8,171.66,169.7,2017-09-29
2017-10-02,169.35,168.75,171.87,171.11,2017-10-02
2017-10-03,170.02,169.12,170.73,170.4,2017-10-03
2017-10-04,169.62,168.0,170.67,168.48,2017-10-04
2017-10-05,171.13,168.55,171.34,170.7629,2017-10-05
2017-10-06,171.67,169.75,172.37,171.09,2017-10-06
2017-10-09,174.03,172.0,174.88,172.54,2017-10-09
2017-10-10,171.81,170.8,173.22,171.917,2017-10-10
2017-10-11,171.77,171.4,172.78,172.16,2017-10-11
2017-10-12,173.4,172.29,173.85,173.38,2017-10-12
2017-10-13,173.94,172.8,174.65,174.6014,2017-10-13
2017-10-16,174.395,174.06,175.0,174.18,2017-10-16
2017-10-17,175.16,174.36,176.4,175.0908,2017-10-17
2017-10-18,176.55,175.75,176.89,176.19,2017-10-18
2017-10-19,174.44,172.63,176.46,174.12,2017-10-19
2017-10-20,175.0,174.63,175.88,175.0393,2017-10-20
2017-10-23,172.9399,171.25,175.74,174.5105,2017-10-23
2017-10-24,172.68,171.42,173.24,171.78,2017-10-24
2017-10-25,169.94,168.89,172.25,169.86,2017-10-25
2017-10-26,171.91,170.39,173.6,171.13,2017-10-26
2017-10-27,177.5034,173.3,178.21,176.08599999999998,2017-10-27
2017-10-30,179.8,177.61,180.69,178.95,2017-10-30
2017-10-31,179.63,178.94,180.86,180.4932,2017-10-31
2017-11-01,181.3644,178.6,188.0,180.925,2017-11-01
2017-11-02,178.0895,177.34,182.66,182.38,2017-11-02
2017-11-03,177.64,176.71,179.86,179.5953,2017-11-03
2017-11-06,179.82,178.01,180.45,180.28,2017-11-06
2017-11-07,180.17,178.96,180.7478,180.47,2017-11-07
2017-11-08,180.0,179.11,180.35,179.75,2017-11-08
2017-11-09,177.8972,177.09,179.64,178.6501,2017-11-09
2017-11-10,178.48,177.93,179.3,178.5056,2017-11-10
2017-11-11,178.15,178.05,178.15,178.05,2017-11-11
2017-11-13,178.6,177.3,179.04,178.77,2017-11-13
2017-11-14,178.5768,177.18,179.15,178.07,2017-11-14
2017-11-15,178.26,176.06,178.57,178.09,2017-11-15
2017-11-16,179.2457,178.27,179.83,179.2,2017-11-16
2017-11-17,179.64,178.7,179.98,179.6888,2017-11-17
2017-11-18,178.9,178.85,178.9,178.87,2017-11-18
2017-11-20,178.75,178.1,179.5,178.92,2017-11-20
2017-11-21,181.22,178.6,181.9,181.4,2017-11-21
2017-11-22,180.68,180.44,182.08,180.99,2017-11-22
2017-11-23,180.7,180.62,180.78,180.78,2017-11-23
2017-11-24,182.72099999999998,180.2,183.15,182.6499,2017-11-24
2017-11-27,183.59,181.99,183.73,183.04,2017-11-27
2017-11-28,183.6,182.09,184.25,182.9355,2017-11-28
2017-11-29,175.5116,174.0,182.45,175.25,2017-11-29
2017-11-30,176.48,175.13,178.275,177.5,2017-11-30
2017-12-01,175.97,172.34,177.48,174.75,2017-12-01
2017-12-02,174.95,174.85,175.0,174.95,2017-12-02
2017-12-04,173.88,0.0,176.7,173.42,2017-12-04
2017-12-05,173.62,0.0,175.38,170.75,2017-12-05
2017-12-06,174.83,0.0,176.77,176.0,2017-12-06
2017-12-07,180.3,175.8,180.39,179.02,2017-12-07
2017-12-08,179.03,178.7401,182.28,180.73,2017-12-08
2017-12-09,179.2,179.2,179.35,179.25,2017-12-09
2017-12-11,179.78,178.8,180.22,179.2,2017-12-11
2017-12-12,178.1616,0.0,179.24,177.25099999999998,2017-12-12
2017-12-13,178.38,0.0,179.16,178.38,2017-12-13
2017-12-14,178.55,0.0,180.3601,179.95,2017-12-14
2017-12-15,180.01,0.0,180.4934,179.89,2017-12-15
2017-12-16,180.15,180.1,180.26,180.2,2017-12-16
2017-12-18,180.44,0.0,181.5,180.78,2017-12-18
2017-12-19,178.99,0.0,181.0,180.02,2017-12-19
2017-12-20,179.17,0.0,180.3,177.92,2017-12-20
2017-12-21,177.92,0.0,178.68,178.32,2017-12-21
2017-12-22,177.55,176.23,177.75,176.87,2017-12-22
2017-12-23,177.0,177.0,177.13,177.13,2017-12-23
2017-12-26,176.39,0.0,177.0,176.5,2017-12-26
2017-12-27,176.4,0.0,178.44,177.55,2017-12-27
2017-12-28,178.54,177.64,178.9367,177.89,2017-12-28
2017-12-29,177.2209,176.05,178.85,177.05,2017-12-29
2017-12-30,176.35,176.3,176.49,176.4,2017-12-30
2018-01-02,181.49,176.29,181.62,181.275,2018-01-02
2018-01-03,181.8,181.33,184.78,182.8497,2018-01-03
2018-01-04,184.65,184.0996,186.21,184.8,2018-01-04
2018-01-05,185.25,184.49,186.99,185.73,2018-01-05
2018-01-06,187.0,186.92,187.0,187.0,2018-01-06
2018-01-08,188.43,186.33,188.9,188.02,2018-01-08
2018-01-09,187.95,187.1,188.8,188.16,2018-01-09
2018-01-10,187.48,185.63,187.97,187.55,2018-01-10
2018-01-11,187.79,187.38,188.5,187.56,2018-01-11
2018-01-12,179.8,177.0,187.78,180.2034,2018-01-12
2018-01-13,179.79,179.76,179.85,179.84,2018-01-13
2018-01-16,180.8,178.04,182.3,179.54,2018-01-16
2018-01-17,178.95,175.8,179.32,179.16,2018-01-17
2018-01-18,177.6,177.08,180.98,178.635,2018-01-18
2018-01-19,180.38,179.56,182.37,179.74,2018-01-19
2018-01-20,181.33,181.26,181.35,181.3,2018-01-20
2018-01-22,183.87,180.41,186.5,183.4418,2018-01-22
2018-01-23,188.11,185.35,189.55,188.1,2018-01-23
2018-01-24,186.9,186.52,190.66,188.93,2018-01-24
2018-01-25,188.21,186.6,188.62,187.62099999999998,2018-01-25
2018-01-26,187.4,186.81,190.05,188.08,2018-01-26
2018-01-27,189.89,189.55,189.9,189.8,2018-01-27
2018-01-29,188.17,185.6301,189.85,186.54,2018-01-29
2018-01-30,187.53,181.84,188.18,186.76,2018-01-30
2018-01-31,189.85,177.1,194.68,188.84,2018-01-31
2018-02-01,188.42,186.89,195.32,193.8499,2018-02-01
2018-02-02,193.65,189.39,194.21,192.5,2018-02-02
2018-02-03,189.35,189.1,190.28,189.55,2018-02-03
2018-02-05,189.43,178.6,190.61,184.61,2018-02-05
2018-02-06,181.04,176.25,185.77,184.57,2018-02-06
2018-02-07,182.58,178.9,185.14,181.39,2018-02-07
2018-02-08,179.1,171.4815,181.84,180.0,2018-02-08
2018-02-09,173.0336,167.18,176.9,172.4,2018-02-09
2018-02-10,176.49,176.26,176.5,176.45,2018-02-10
2018-02-12,174.67,171.84,178.69,175.6444,2018-02-12
2018-02-13,174.77,173.1,176.55,173.44,2018-02-13
2018-02-14,179.11,172.25,179.81,177.8264,2018-02-14
2018-02-15,180.55,176.84,180.8,177.6162,2018-02-15
2018-02-16,180.18,176.3,181.1,177.515,2018-02-16
2018-02-17,177.1,177.0,177.2,177.2,2018-02-17
2018-02-20,177.83,175.11,177.95,176.07,2018-02-20
2018-02-21,177.75,175.8,181.27,180.1897,2018-02-21
2018-02-22,178.3432,177.0,180.21,177.3,2018-02-22
2018-02-23,183.0149,179.32,183.61,179.36,2018-02-23
2018-02-24,183.35,183.18,183.4,183.3,2018-02-24
2018-02-26,184.39,183.2228,185.66,185.43,2018-02-26
2018-02-27,184.7,181.46,185.02,182.53,2018-02-27
2018-02-28,178.82,178.14,182.88,182.3,2018-02-28
2018-03-01,177.47,174.41,180.12,177.92,2018-03-01
2018-03-02,176.75,172.99,177.11,175.72,2018-03-02
2018-03-03,176.66,176.66,176.83,176.83,2018-03-03
2018-03-05,180.37,175.89,181.1475,180.73,2018-03-05
2018-03-06,180.245,177.15,182.38,181.5,2018-03-06
2018-03-07,180.88,177.06,183.82,180.8099,2018-03-07
2018-03-08,181.925,181.45,184.4,182.25,2018-03-08
2018-03-09,183.27,182.15,185.51,184.05,2018-03-09
2018-03-10,184.74,184.5,184.74,184.63,2018-03-10
2018-03-12,185.04,184.22,186.1,184.95,2018-03-12
2018-03-13,181.8,180.55,185.99,181.83,2018-03-13
2018-03-14,183.07,181.85,184.25,182.62,2018-03-14
2018-03-15,182.46,182.19,184.19,184.14,2018-03-15
2018-03-16,183.75,183.41,185.33,184.81,2018-03-16
2018-03-19,172.62,170.0,184.0,173.26,2018-03-19
2018-03-20,166.9,161.95,172.7,163.0318,2018-03-20
2018-03-21,169.23,163.3,173.4,171.39,2018-03-21
2018-03-22,165.18,162.51,170.27,165.2139,2018-03-22
2018-03-23,162.88,158.8,167.1,162.7248,2018-03-23
2018-03-26,161.12,149.02,161.44,156.47,2018-03-26
2018-03-27,162.7448,150.75,162.85,152.1,2018-03-27
2018-03-28,152.22,150.0,155.88,152.99,2018-03-28
2018-03-29,159.15,154.0,161.42,160.55,2018-03-29
2018-04-02,159.45,154.111,160.06,155.2,2018-04-02
2018-04-03,156.0,150.81,157.49,156.75,2018-04-03
2018-04-04,152.8,150.49,160.7,152.14,2018-04-04
2018-04-05,159.66,156.6,161.6,156.67,2018-04-05
2018-04-06,159.42,156.8,161.42,157.85,2018-04-06
2018-04-09,156.41,156.04,160.53,157.93,2018-04-09
2018-04-10,159.38,157.01,165.98,161.75,2018-04-10
2018-04-11,167.135,162.81,168.65,164.0,2018-04-11
2018-04-12,166.9,163.1,168.36,165.19299999999998,2018-04-12
2018-04-13,164.4,163.5,165.7036,164.93,2018-04-13
2018-04-16,165.1,163.39,165.99,165.2301,2018-04-16
2018-04-17,166.13,165.2,169.0,165.91,2018-04-17
2018-04-18,166.76,165.77,169.3,167.54,2018-04-18
2018-04-19,167.6,165.2,168.35,168.15,2018-04-19
2018-04-20,166.69,165.81,168.43,168.03,2018-04-20
2018-04-23,165.78,165.05,168.45,165.8,2018-04-23
2018-04-24,160.0,158.19,167.48,160.105,2018-04-24
2018-04-25,170.55,156.19,172.1,159.635,2018-04-25
2018-04-26,171.55,168.8,176.27,170.06,2018-04-26
2018-04-27,175.39,172.6,177.7,175.5,2018-04-27
2018-04-30,175.4633,171.5,175.72,171.8,2018-04-30
2018-05-01,172.45,170.23,174.78,170.82,2018-05-01
2018-05-02,174.38,173.5,178.08,175.77,2018-05-02
2018-05-03,173.18,172.12,176.5,174.35,2018-05-03
2018-05-04,176.11,173.06,176.98,175.885,2018-05-04
2018-05-07,179.13,177.03,179.5,178.64,2018-05-07
2018-05-08,178.39,176.91,179.04,178.24,2018-05-08
2018-05-09,182.58,178.7807,183.01,179.58,2018-05-09
2018-05-10,185.5,182.5,186.1292,183.04,2018-05-10
2018-05-11,186.669,184.18,188.32,186.57,2018-05-11
2018-05-14,186.93,186.2,187.98,187.235,2018-05-14
2018-05-15,183.935,183.2,186.18,183.7,2018-05-15
2018-05-16,183.51,182.66,184.7,182.97,2018-05-16
2018-05-17,183.425,182.22,184.06,183.345,2018-05-17
2018-05-18,183.08,182.52,184.19,183.34,2018-05-18
2018-05-21,183.86,182.68,185.3,184.5352,2018-05-21
2018-05-22,183.995,183.43,185.42,185.02,2018-05-22
2018-05-23,183.78,181.75,186.91,182.75,2018-05-23
2018-05-24,185.98,185.03,187.25,186.27,2018-05-24
2018-05-25,185.47,184.45,186.33,184.76,2018-05-25
2018-05-29,185.5501,183.12,186.81,186.084,2018-05-29
2018-05-30,186.02,185.25,188.0,187.37,2018-05-30
2018-05-31,191.8,187.31,192.72,187.55,2018-05-31
2018-06-01,193.6897,191.78,194.5492,193.0,2018-06-01
2018-06-04,193.21,190.3,194.4,193.45,2018-06-04
2018-06-05,192.87,192.0,195.0,193.99,2018-06-05
2018-06-06,191.25,189.11,192.53,189.98,2018-06-06
2018-06-07,187.45,186.77,191.6,191.58,2018-06-07
2018-06-08,188.95,178.18,197.09,187.5,2018-06-08
2018-06-11,189.82,188.4,192.6,191.9,2018-06-11
2018-06-12,192.14,191.5,193.28,192.46,2018-06-12
2018-06-13,193.21,191.91,194.5,193.4333,2018-06-13
2018-06-14,196.7605,191.5,197.28,196.01,2018-06-14
2018-06-15,196.768,194.64,197.07,196.44,2018-06-15
2018-06-18,197.986,194.13,199.58,194.67,2018-06-18
2018-06-19,195.8052,193.79,197.96,196.3999,2018-06-19
2018-06-20,199.926,197.51,203.55,202.0,2018-06-20
2018-06-21,202.8216,200.09,203.39,201.43,2018-06-21
2018-06-22,201.7667,199.31,202.4,200.22,2018-06-22
2018-06-25,195.13,193.11,201.74,195.65,2018-06-25
2018-06-26,196.9,196.23,199.4,198.58,2018-06-26
2018-06-27,196.01,195.62,200.75,198.82,2018-06-27
