date,Open,Low,High,Close,date1
2018-06-28,195.7,193.26,197.34,196.27,2018-06-28
2018-06-29,194.49,193.955,198.56,194.32,2018-06-29
2018-07-02,194.87,192.22,197.45,194.79,2018-07-02
2018-07-03,193.21,192.52,195.82,194.85,2018-07-03
2018-07-05,195.31,193.42,198.7599,194.3,2018-07-05
2018-07-06,198.49,197.3,203.64,199.95,2018-07-06
2018-07-09,204.6999,202.1201,205.8,204.24,2018-07-09
2018-07-10,202.57,201.25,205.24,202.6,2018-07-10
2018-07-11,203.4772,201.2,204.5,203.66,2018-07-11
2018-07-12,206.2,203.16,207.25,206.4078,2018-07-12
2018-07-13,207.43,206.45,208.43,207.2101,2018-07-13
2018-07-16,205.3,204.6,208.72,204.89,2018-07-16
2018-07-17,209.7,204.1,210.46,208.7198,2018-07-17
2018-07-18,209.44,208.44,210.99,209.88,2018-07-18
2018-07-19,208.66,207.76,209.99,208.56,2018-07-19
2018-07-20,209.72,208.5,211.5,210.269,2018-07-20
2018-07-23,210.8,208.8,214.72,210.8,2018-07-23
2018-07-24,214.5,212.6,216.2,214.77,2018-07-24
2018-07-25,214.93,164.3,219.0,217.66,2018-07-25
2018-07-26,180.78,169.0,185.0,176.9,2018-07-26
2018-07-27,173.75,173.0,180.6,177.5201,2018-07-27
2018-07-30,174.89,166.56,175.36,167.794,2018-07-30
2018-07-31,173.23,170.0,174.24,172.68,2018-07-31
2018-08-01,173.16,170.9,175.08,171.63,2018-08-01
2018-08-02,176.45,169.9,176.79,171.921,2018-08-02
2018-08-03,177.5,176.15,178.85,178.52,2018-08-03
2018-08-06,185.63,177.78,185.8,185.74,2018-08-06
2018-08-07,185.41,183.72,188.3,186.66,2018-08-07
2018-08-08,185.2458,183.76,186.85,185.9055,2018-08-08
2018-08-09,185.86,182.48,186.57,185.05,2018-08-09
2018-08-10,180.26,179.42,182.75,180.3444,2018-08-10
2018-08-13,178.72,178.7,182.61,182.27,2018-08-13
2018-08-14,180.99,178.62,181.99,180.7825,2018-08-14
2018-08-15,178.00900000000001,174.78,181.1,180.19799999999998,2018-08-15
2018-08-16,179.99,174.01,181.32,180.79,2018-08-16
2018-08-17,173.49,172.04,176.22,173.5899,2018-08-17
2018-08-20,172.92,170.91,174.89,174.1853,2018-08-20
2018-08-21,173.215,171.39,174.17,172.88,2018-08-21
2018-08-22,172.26,171.88,174.24,172.7797,2018-08-22
2018-08-23,173.4,172.26,175.55,174.1905,2018-08-23
2018-08-24,174.75,172.92,174.82,173.45,2018-08-24
2018-08-27,177.28,175.05,178.67,177.9,2018-08-27
2018-08-28,176.3,175.83,178.58,177.16,2018-08-28
2018-08-29,176.39,174.75,176.91,175.54,2018-08-29
2018-08-30,178.82,175.2,179.7901,179.41,2018-08-30
2018-08-31,175.95,174.9815,177.9499,175.37,2018-08-31
2018-09-04,171.4152,168.8,175.97,171.07,2018-09-04
2018-09-05,167.18,166.67,171.27,167.6099,2018-09-05
2018-09-06,161.8055,160.0,167.8,162.0,2018-09-06
2018-09-07,163.34,160.16,164.6269,161.01,2018-09-07
2018-09-10,164.18,162.16,165.01,164.33,2018-09-10
2018-09-11,166.26,163.2,167.19,166.5425,2018-09-11
2018-09-12,162.15,161.57,166.29,162.2431,2018-09-12
2018-09-13,161.81,160.86,163.32,161.59,2018-09-13
2018-09-14,162.17,160.34,162.84,160.5638,2018-09-14
2018-09-17,160.82,159.51,162.13,160.73,2018-09-17
2018-09-18,161.21,158.26,161.7639,160.54,2018-09-18
2018-09-19,161.35,159.3,163.5,162.99,2018-09-19
2018-09-20,163.78,163.0,166.45,165.62,2018-09-20
2018-09-21,162.8,162.42,167.25,166.29,2018-09-21
2018-09-24,163.73,160.84,165.7,164.67,2018-09-24
2018-09-25,165.206,160.07,165.59,165.53,2018-09-25
2018-09-26,165.0,163.99,169.3,166.03,2018-09-26
2018-09-27,168.7999,167.0,171.77,167.9,2018-09-27
2018-09-28,167.4,162.56,169.0,167.19,2018-09-28
2018-10-01,163.3251,161.26,165.88,162.4001,2018-10-01
2018-10-02,160.2,158.67,162.28,160.02,2018-10-02
2018-10-03,160.51,159.34,163.66,162.21,2018-10-03
2018-10-04,157.87,157.35,162.04,158.55,2018-10-04
2018-10-05,159.5,156.2,160.9,157.03,2018-10-05
2018-10-08,157.2,154.39,158.34,157.3596,2018-10-08
2018-10-09,160.08,156.02,160.59,158.12,2018-10-09
2018-10-10,152.62,149.65,158.5,151.21,2018-10-10
2018-10-11,150.2,148.02,155.46,155.2,2018-10-11
2018-10-12,153.42,151.2998,157.0,153.8706,2018-10-12
2018-10-15,153.2,152.0,155.57,154.93,2018-10-15
2018-10-16,157.92,153.99,160.5,157.53,2018-10-16
2018-10-17,159.14,157.95,160.49,158.97,2018-10-17
2018-10-18,154.57,153.28,159.42,155.28,2018-10-18
2018-10-19,156.4,153.55,157.35,154.94,2018-10-19
2018-10-22,155.0,154.37,157.34,154.58,2018-10-22
2018-10-23,154.33,150.85,154.77,154.57,2018-10-23
2018-10-24,146.9,145.6,154.9899,148.08,2018-10-24
2018-10-25,148.0,146.62,152.21,149.16,2018-10-25
2018-10-26,145.72,143.8,149.0,145.09,2018-10-26
2018-10-29,147.9,139.03,148.83,142.67,2018-10-29
2018-10-30,143.49,136.4,154.45,142.09,2018-10-30
2018-10-31,151.54,148.96,156.4,155.7,2018-10-31
2018-11-01,150.6,149.35,153.2999,150.53,2018-11-01
2018-11-02,152.79,148.96,154.13,152.99,2018-11-02
2018-11-05,148.4,147.44,150.85,149.0749,2018-11-05
2018-11-06,150.415,147.41,150.97,149.94,2018-11-06
2018-11-07,151.51,149.63,153.01,152.755,2018-11-07
2018-11-08,150.45,146.74,151.56,147.7041,2018-11-08
2018-11-09,147.5,144.07,147.79,146.46,2018-11-09
2018-11-10,144.95,144.91,145.0,144.93,2018-11-10
2018-11-12,141.5754,140.4899,145.6,141.12,2018-11-12
2018-11-13,142.75,140.73,144.88,140.8,2018-11-13
2018-11-14,144.1,141.38,145.58,143.28,2018-11-14
2018-11-15,143.47,140.83,144.84,141.52,2018-11-15
2018-11-16,138.98,137.77,143.5,139.5,2018-11-16
2018-11-17,139.22,139.2,139.5,139.5,2018-11-17
2018-11-19,131.67,130.92,140.25,135.8001,2018-11-19
2018-11-20,130.9288,126.71,134.1592,130.85,2018-11-20
2018-11-21,136.16,131.65,137.19,134.46,2018-11-21
2018-11-22,134.9,134.82,135.19,135.0,2018-11-22
2018-11-23,131.3298,131.1,134.5,133.87,2018-11-23
2018-11-26,135.42,132.63,137.0,135.7934,2018-11-26
2018-11-27,135.4,133.71,136.75,135.54,2018-11-27
2018-11-28,136.38,131.85,136.7899,133.3,2018-11-28
2018-11-29,137.1965,135.2,139.99,135.69,2018-11-29
2018-11-30,137.84,137.36,141.27,138.03,2018-11-30
2018-12-01,140.97,140.8,140.98,140.98,2018-12-01
2018-12-03,143.36,140.61,145.25,142.62,2018-12-03
2018-12-04,140.4,137.16,143.39,139.82,2018-12-04
2018-12-05,138.28,138.0,138.47,138.2,2018-12-05
2018-12-06,133.02,132.4,140.0,133.4,2018-12-06
2018-12-07,139.23,136.6566,140.87,138.28,2018-12-07
2018-12-08,138.1,137.8,138.4,138.2,2018-12-08
2018-12-10,140.4,136.86,143.05,139.2,2018-12-10
2018-12-11,142.56,141.1,144.25,143.04,2018-12-11
2018-12-12,144.57,141.71,147.19,142.48,2018-12-12
2018-12-13,143.93,143.19,146.4,144.275,2018-12-13
2018-12-14,144.7664,142.4,146.01,145.425,2018-12-14
2018-12-15,144.1,143.8,144.1,144.0,2018-12-15
2018-12-17,140.65,138.42,145.15,144.05,2018-12-17
2018-12-18,141.7089,139.8301,145.93,141.5,2018-12-18
2018-12-19,133.84,131.68,144.91,141.28,2018-12-19
2018-12-20,131.73,130.0,135.57,133.19,2018-12-20
2018-12-21,126.12,123.42,134.9,133.279,2018-12-21
2018-12-22,124.2,124.13,124.5,124.25,2018-12-22
2018-12-24,126.2412,122.55,129.74,125.575,2018-12-24
2018-12-26,131.75,124.0,134.54,134.0,2018-12-26
2018-12-27,133.4107,129.67,134.99,130.88,2018-12-27
2018-12-28,134.119,132.2,136.0,133.4404,2018-12-28
2018-12-29,133.11,133.03,133.4,133.05,2018-12-29
2018-12-31,130.76,129.95,135.08,130.19,2018-12-31
2019-01-01,130.66,130.55,131.0,130.58,2019-01-01
2019-01-02,136.06,127.0,137.51,132.85,2019-01-02
2019-01-03,134.15,131.12,137.17,133.75,2019-01-03
2019-01-04,135.1,131.12,138.27,137.39,2019-01-04
2019-01-05,138.39,138.15,138.48,138.3,2019-01-05
2019-01-07,138.4243,135.91,138.87,137.69,2019-01-07
2019-01-08,140.64,137.8,143.25,141.06,2019-01-08
2019-01-09,143.77,141.27,144.7,142.97,2019-01-09
2019-01-10,144.08,140.84,144.56,142.81,2019-01-10
2019-01-11,143.25,142.57,145.36,143.9,2019-01-11
2019-01-12,143.7,143.53,143.96,143.8,2019-01-12
2019-01-14,144.08,141.27,146.57,142.53,2019-01-14
2019-01-15,149.39,145.3,150.68,149.27,2019-01-15
2019-01-16,148.39,146.9975,149.83,147.4,2019-01-16
2019-01-17,147.3,146.1,149.0,148.9,2019-01-17
2019-01-18,149.05,147.81,152.43,151.7492,2019-01-18
2019-01-19,150.17,150.17,150.25,150.2,2019-01-19
2019-01-22,147.72,146.37,151.53,149.41,2019-01-22
2019-01-23,143.5197,143.055,148.8,147.95,2019-01-23
2019-01-24,145.11,142.52,146.44,143.6,2019-01-24
2019-01-25,147.38,145.51,149.83,148.65,2019-01-25
2019-01-26,149.27,149.17,149.29,149.29,2019-01-26
2019-01-28,147.21,146.21,149.0,148.6,2019-01-28
2019-01-29,145.71,143.43,148.39,144.17,2019-01-29
2019-01-30,145.37,145.02,169.68,150.4832,2019-01-30
2019-01-31,169.75,165.0,171.68,167.005,2019-01-31
2019-02-01,166.43,165.35,169.1,168.81,2019-02-01
2019-02-02,165.85,165.66,165.94,165.76,2019-02-02
2019-02-04,169.01,163.62,169.85,168.8101,2019-02-04
2019-02-05,170.77,168.15,171.98,168.6,2019-02-05
2019-02-06,169.35,169.27,172.47,169.8865,2019-02-06
2019-02-07,165.69,165.25,170.35,165.7369,2019-02-07
2019-02-08,164.925,164.19,167.49,166.5909,2019-02-08
2019-02-09,167.4,167.29,167.4,167.3,2019-02-09
2019-02-11,165.77,165.08,168.6,168.38,2019-02-11
2019-02-12,166.84,164.5,168.34,165.47,2019-02-12
2019-02-13,165.14,163.73,166.22,165.15,2019-02-13
2019-02-14,163.36,162.2468,164.8697,163.46,2019-02-14
2019-02-15,163.78,160.86,165.1,162.78,2019-02-15
2019-02-16,162.4,162.36,162.47,162.47,2019-02-16
2019-02-19,163.05,160.33,164.15,162.08,2019-02-19
2019-02-20,162.315,161.25,163.72,163.02,2019-02-20
2019-02-21,160.48,159.59,163.0,159.79,2019-02-21
2019-02-22,161.7,159.97,162.41,161.8,2019-02-22
2019-02-23,161.83,161.53,161.85,161.85,2019-02-23
2019-02-25,164.54,161.98,166.07,165.6878,2019-02-25
2019-02-26,164.78,163.71,166.24,163.9,2019-02-26
2019-02-27,162.51,160.41,164.06,163.95,2019-02-27
2019-02-28,161.3,160.86,163.5,161.5,2019-02-28
2019-03-01,162.8,161.4,163.132,161.84,2019-03-01
2019-03-02,162.83,162.81,162.89,162.82,2019-03-02
2019-03-04,165.1,162.85,167.5,165.89,2019-03-04
2019-03-05,167.32,166.55,172.25,171.66,2019-03-05
2019-03-06,172.0,171.27,173.57,171.84,2019-03-06
2019-03-07,169.7474,167.61,172.64,172.17,2019-03-07
2019-03-08,169.77,165.79,169.92,168.21,2019-03-08
2019-03-09,169.76,169.76,169.85,169.81,2019-03-09
2019-03-11,172.05,171.0,174.3,172.44,2019-03-11
2019-03-12,172.1816,171.2178,173.8,172.0,2019-03-12
2019-03-13,170.81,170.11,174.03,173.85,2019-03-13
2019-03-14,170.5,166.55,171.79,169.535,2019-03-14
2019-03-15,166.17,162.51,170.6,168.01,2019-03-15
2019-03-18,160.02,159.28,166.45,164.45,2019-03-18
2019-03-19,163.05,160.82,163.82,161.38,2019-03-19
2019-03-20,165.35,161.1,166.12,164.91,2019-03-20
2019-03-21,164.7523,163.75,166.5,164.4,2019-03-21
2019-03-22,166.74,164.09,167.42,165.1,2019-03-22
2019-03-25,164.15,162.0,166.85,166.5,2019-03-25
2019-03-26,167.0,164.69,169.45,168.18599999999998,2019-03-26
2019-03-27,166.85,164.79,168.94,166.09,2019-03-27
2019-03-28,165.525,163.33,166.72,166.4754,2019-03-28
2019-03-29,166.27,164.81,167.19,166.01,2019-03-29
2019-04-01,167.75,166.69,168.9,168.485,2019-04-01
2019-04-02,172.7841,168.19,174.9,174.2,2019-04-02
2019-04-03,177.0,172.95,177.96,175.27,2019-04-03
2019-04-04,173.1,172.9,178.0,176.2,2019-04-04
2019-04-05,175.42,175.1,177.28,175.64,2019-04-05
2019-04-08,175.2,174.23,176.15,174.555,2019-04-08
2019-04-09,175.16,174.0,179.19,177.6,2019-04-09
2019-04-10,178.3,176.54,178.79,177.62,2019-04-10
2019-04-11,177.91,177.0,178.4,177.51,2019-04-11
2019-04-12,178.92,177.51,179.63,178.93,2019-04-12
2019-04-15,179.61,176.87,180.5,178.5001,2019-04-15
2019-04-16,177.68,176.32,180.47,178.67,2019-04-16
2019-04-17,179.48,178.11,180.74,178.83,2019-04-17
2019-04-18,178.42,177.34,179.63,177.78,2019-04-18
2019-04-22,178.3,177.85,182.26,180.78,2019-04-22
2019-04-23,183.97,181.22,184.59,183.195,2019-04-23
2019-04-24,183.19,175.5,202.25,184.93,2019-04-24
2019-04-25,194.34,192.12,199.7999,195.4,2019-04-25
2019-04-26,192.9,189.09,193.27,191.7606,2019-04-26
2019-04-29,195.31,190.65,195.41,194.57,2019-04-29
2019-04-30,196.21,192.28,197.39,193.35,2019-04-30
2019-05-01,194.37,192.4,196.1769,195.28,2019-05-01
2019-05-02,190.19,189.75,194.02,193.2,2019-05-02
2019-05-03,193.27,192.9,196.16,195.95,2019-05-03
2019-05-06,193.0,189.67,194.28,192.84,2019-05-06
2019-05-07,188.1072,187.85,193.19,190.58,2019-05-07
2019-05-08,189.82,188.55,190.99,189.4,2019-05-08
2019-05-09,189.3,186.26,189.77,188.26,2019-05-09
2019-05-10,187.24,184.59,190.0,187.8636,2019-05-10
2019-05-13,184.42,180.55,185.52,182.4,2019-05-13
2019-05-14,181.0,178.1,183.73,180.65,2019-05-14
2019-05-15,185.97,179.22,187.28,186.4,2019-05-15
2019-05-16,187.19,185.03,188.575,186.79,2019-05-16
2019-05-17,187.13,184.28,187.58,186.23,2019-05-17
2019-05-20,183.25,181.37,185.7,182.41,2019-05-20
2019-05-21,185.07,183.78,185.7,185.04,2019-05-21
2019-05-22,185.48,183.35,186.74,185.4564,2019-05-22
2019-05-23,182.645,179.67,184.86,180.87,2019-05-23
2019-05-24,181.83,180.25,183.63,182.54,2019-05-24
2019-05-28,184.32,180.0,184.7119,183.21,2019-05-28
2019-05-29,183.13,181.35,184.56,183.76,2019-05-29
2019-05-30,182.075,180.89,183.48,182.62,2019-05-30
2019-05-31,180.4,177.16,181.14,178.26,2019-05-31
2019-06-03,170.31,161.01,176.56,175.69,2019-06-03
2019-06-04,161.44,160.84,168.28,164.4,2019-06-04
2019-06-05,167.25,164.63,169.15,165.7,2019-06-05
2019-06-06,168.3,167.23,169.7,167.71,2019-06-06
2019-06-07,173.25,168.0,173.87,172.295,2019-06-07
2019-06-10,177.45,173.8,177.86,177.55,2019-06-10
2019-06-11,178.12,175.25,179.98,178.1,2019-06-11
2019-06-12,174.9,172.88,179.27,175.11,2019-06-12
2019-06-13,176.99,174.606,178.03,176.74,2019-06-13
2019-06-14,180.7777,176.25,182.94,180.8199,2019-06-14
2019-06-17,187.38,182.51,191.4,186.99,2019-06-17
2019-06-18,192.8,186.95,194.58,189.423,2019-06-18
2019-06-19,186.36,184.55,189.59,188.92,2019-06-19
2019-06-20,190.9396,187.64,191.3,188.93,2019-06-20
2019-06-21,191.3488,187.78,192.0,190.68,2019-06-21
2019-06-24,192.91,191.51,193.98,193.44,2019-06-24
2019-06-25,188.62,188.13,193.14,189.37,2019-06-25
2019-06-26,187.48,187.2,191.0,188.88,2019-06-26
2019-06-27,189.48,188.0,189.97,189.3,2019-06-27
2019-06-28,192.35,189.76,193.45,190.5,2019-06-28
2019-07-01,194.47,191.94,196.3,192.8,2019-07-01
2019-07-02,192.75,191.11,195.16,194.85,2019-07-02
2019-07-03,196.9638,193.7,197.4,197.21,2019-07-03
2019-07-05,196.01,194.17,197.4,196.9749,2019-07-05
2019-07-08,196.07,193.64,196.68,196.1943,2019-07-08
2019-07-09,198.92,193.82,200.0,197.5,2019-07-09
2019-07-10,202.93,198.2,203.0,202.7,2019-07-10
2019-07-11,202.74,200.21,203.98,201.425,2019-07-11
2019-07-12,205.21,199.16,205.49,201.23,2019-07-12
2019-07-15,204.81,201.82,205.33,204.45,2019-07-15
2019-07-16,203.12,202.66,205.4707,204.24,2019-07-16
2019-07-17,202.42,200.28,204.36,200.88,2019-07-17
2019-07-18,201.43,199.38,202.47,199.88,2019-07-18
2019-07-19,200.388,197.5,202.61,197.6,2019-07-19
2019-07-22,202.69,198.36,202.75,201.8,2019-07-22
2019-07-23,202.5906,198.27,207.55,203.02,2019-07-23
2019-07-24,204.66,196.3,216.5,208.0,2019-07-24
2019-07-25,199.38,198.25,209.93,199.67,2019-07-25
2019-07-26,197.67,196.25,202.88,198.46,2019-07-26
2019-07-29,197.1399,195.3,200.24,195.951,2019-07-29
2019-07-30,194.92,193.36,198.7127,197.51,2019-07-30
2019-07-31,194.5,192.67,198.76,197.4,2019-07-31
2019-08-01,192.38,190.88,198.48,197.405,2019-08-01
2019-08-02,188.7,188.07,192.8,188.72,2019-08-02
2019-08-05,182.45,176.25,186.78,184.85,2019-08-05
2019-08-06,183.61,181.02,185.8,184.5,2019-08-06
2019-08-07,185.41,172.6596,186.38,186.22,2019-08-07
2019-08-08,188.38,184.05,202.32,185.81,2019-08-08
2019-08-09,187.85,187.12,190.98,188.75,2019-08-09
2019-08-12,185.52,184.45,200.19,186.4,2019-08-12
2019-08-13,188.64,183.85,191.41,185.25,2019-08-13
2019-08-14,183.62,179.25,188.57,179.5503,2019-08-14
2019-08-15,182.0836,173.6805,183.5,182.36,2019-08-15
2019-08-16,183.65,182.36,203.8,183.71,2019-08-16
2019-08-19,185.6,184.5,187.5,185.8,2019-08-19
2019-08-20,183.87,182.39,187.75,184.7073,2019-08-20
2019-08-21,183.68,172.659593,185.9,185.1,2019-08-21
2019-08-22,181.4,179.91,184.2,183.57,2019-08-22
2019-08-23,179.86,177.87,183.42,182.78,2019-08-23
2019-08-26,180.49,170.913625,181.76,179.07,2019-08-26
2019-08-27,181.5535,179.46,184.04,181.93,2019-08-27
2019-08-28,181.33,178.92,182.5,181.26,2019-08-28
2019-08-29,184.02,173.6805,186.0752,184.47,2019-08-29
2019-08-30,185.11,183.45,187.31,183.71,2019-08-30
2019-09-03,182.5,182.1038,185.67,184.13,2019-09-03
2019-09-04,186.03,175.985694,187.75,186.88,2019-09-04
2019-09-05,190.3424,187.94,206.7,190.94,2019-09-05
2019-09-06,188.69,184.12,191.5,187.5,2019-09-06
2019-09-09,187.5,185.84,189.0325,188.36,2019-09-09
2019-09-10,187.97,184.55,195.5372,186.36,2019-09-10
2019-09-11,188.45,185.75,190.06,187.53,2019-09-11
2019-09-12,188.17,187.23,190.93,188.9,2019-09-12
2019-09-13,187.13,186.53,188.5,187.1,2019-09-13
2019-09-16,186.61,185.43,197.952583,186.32,2019-09-16
2019-09-17,186.11,185.5399,188.46,188.23,2019-09-17
2019-09-18,188.2,175.98575,200.8495,187.81,2019-09-18
2019-09-19,189.9525,187.18,191.1,190.8897,2019-09-19
2019-09-20,189.48,188.12,193.1,190.65,2019-09-20
2019-09-23,189.25,185.2,190.1,186.8001,2019-09-23
2019-09-24,187.63,180.39,188.09,182.1739,2019-09-24
2019-09-25,181.04,177.87,183.42,178.49,2019-09-25
2019-09-26,180.3504,173.6805,182.8,178.18,2019-09-26
2019-09-27,177.2,167.45408999999995,180.7597,177.56,2019-09-27
2019-09-30,178.065,176.85,182.39,178.31,2019-09-30
2019-10-01,175.61,174.88,179.84,175.45,2019-10-01
2019-10-02,175.26,173.09,176.53,174.93,2019-10-02
2019-10-03,178.83,173.63,179.84,174.6,2019-10-03
2019-10-04,180.32,178.1,180.98,179.9363,2019-10-04
2019-10-07,179.53,170.913625,181.18,179.52,2019-10-07
2019-10-08,177.93,177.0,180.39,178.7,2019-10-08
2019-10-09,178.08,177.75,180.73,180.4,2019-10-09
2019-10-10,179.489,173.6805,181.62,180.31,2019-10-10
2019-10-11,182.3,180.7,186.49,184.6,2019-10-11
2019-10-14,183.52,182.57,184.63,184.105,2019-10-14
2019-10-15,188.53,183.51,190.38,188.99,2019-10-15
2019-10-16,188.7,186.9,200.8495,188.68,2019-10-16
2019-10-17,190.6133,188.7623,191.3,190.57,2019-10-17
2019-10-18,185.89,183.92,191.49,189.59,2019-10-18
2019-10-21,189.59,185.85,189.95,189.68,2019-10-21
2019-10-22,181.8,181.25,190.65,188.97,2019-10-22
2019-10-23,186.3,181.58,186.5,186.0,2019-10-23
2019-10-24,185.5,173.6805,186.91,183.3718,2019-10-24
2019-10-25,186.08,185.0876,189.01,187.9092,2019-10-25
2019-10-28,187.6,185.08,191.0,190.6,2019-10-28
2019-10-29,191.2994,180.03,192.53,189.82,2019-10-29
2019-10-30,187.21,185.98,200.8495,191.0501,2019-10-30
2019-10-31,192.805,188.25,198.8,191.85,2019-10-31
2019-11-04,194.42,193.62,197.3672,194.65,2019-11-04
2019-11-05,195.51,193.6,195.77,194.26,2019-11-05
2019-11-06,194.4,189.04,194.68,191.73,2019-11-06
2019-11-07,191.6,189.45,193.44,191.6,2019-11-07
2019-11-08,190.3,189.7,192.35,190.5,2019-11-08
2019-11-09,190.66,190.66,190.83,190.83,2019-11-09
2019-11-11,189.99,187.5117,195.537199,190.15,2019-11-11
2019-11-12,193.56,189.39,195.09,194.6425,2019-11-12
2019-11-13,193.04,192.73,200.8495,193.08,2019-11-13
2019-11-14,192.35,191.45,194.03,192.2103,2019-11-14
2019-11-15,195.01,193.21,195.3,193.73,2019-11-15
2019-11-16,194.9,194.83,194.9,194.84,2019-11-16
2019-11-18,195.65,193.05,198.63,197.39,2019-11-18
2019-11-19,199.58,195.4114,200.0,199.29,2019-11-19
2019-11-20,198.84,195.42,199.6,199.07,2019-11-20
2019-11-21,197.885,196.31,199.1,198.565,2019-11-21
2019-11-22,198.69400000000002,197.62,199.3,198.25,2019-11-22
2019-11-23,198.8,198.7,198.85,198.75,2019-11-23
2019-11-25,200.155,198.82,200.98,199.4899,2019-11-25
2019-11-26,198.98,198.03,210.516,199.77,2019-11-26
2019-11-27,199.05,199.02,203.14,202.71,2019-11-27
2019-11-28,201.51,201.25,201.58,201.46,2019-11-28
2019-11-29,201.93,195.314506,203.8,202.9067,2019-11-29
2019-12-02,199.45,187.7905,202.48,200.1623,2019-12-02
2019-12-03,197.06,195.08,200.6,197.5,2019-12-03
2019-12-04,199.29,191.146209,200.47,200.06,2019-12-04
2019-12-05,199.63,198.2126,201.3,200.0,2019-12-05
2019-12-06,200.94,199.3,201.57,200.94,2019-12-06
2019-12-07,201.0,200.9,201.0,200.99,2019-12-07
2019-12-09,201.43,199.81,214.84799999999998,201.25,2019-12-09
2019-12-10,200.4415,188.8945,210.516,200.645,2019-12-10
2019-12-11,201.92,200.27,202.63,202.26,2019-12-11
2019-12-12,202.21,194.1,203.66,202.0186,2019-12-12
2019-12-13,198.21,193.17,202.7337,195.19,2019-12-13
2019-12-14,194.0,193.97,194.1,194.1,2019-12-14
2019-12-16,194.7,190.14,199.1298,197.9,2019-12-16
2019-12-17,197.29,196.1279,199.0,197.415,2019-12-17
2019-12-18,202.8234,191.146205,204.3,198.28,2019-12-18
2019-12-19,203.8629,202.5,206.3,205.61,2019-12-19
2019-12-20,206.2,203.43,208.53,204.6269,2019-12-20
2019-12-21,206.2,206.2,206.3,206.3,2019-12-21
2019-12-23,207.03,205.68,208.59,206.55,2019-12-23
2019-12-24,205.6223,205.0,210.516,205.17,2019-12-24
2019-12-26,206.76,200.849479,207.86,207.86,2019-12-26
2019-12-27,207.57,193.6223,208.98,207.86,2019-12-27
2019-12-28,207.76,207.76,207.85,207.77,2019-12-28
2019-12-30,204.75,203.9,208.27,204.64,2019-12-30
2019-12-31,204.46,203.2,205.56,204.52,2019-12-31
2020-01-01,205.3,205.3,205.4,205.4,2020-01-01
2020-01-02,208.04,205.25,209.94,208.75,2020-01-02
2020-01-03,208.99,205.71,210.4,209.5312,2020-01-03
2020-01-04,208.62,208.6,208.68,208.67,2020-01-04
2020-01-06,210.95,206.25,212.8,212.54,2020-01-06
2020-01-07,212.75,209.55,214.58,213.52,2020-01-07
2020-01-08,210.05,208.12,216.3,215.38,2020-01-08
2020-01-09,219.13,216.0,219.34,217.6314,2020-01-09
2020-01-10,219.4,217.42,220.16,218.06,2020-01-10
2020-01-11,218.06,217.96,218.1999,218.05,2020-01-11
2020-01-13,219.85,213.5,222.1,221.89,2020-01-13
2020-01-14,221.75,218.55,222.44,220.95,2020-01-14
2020-01-15,220.9156,218.75,221.7,220.0,2020-01-15
2020-01-16,221.26,220.39,222.9,222.1,2020-01-16
2020-01-17,222.4,220.53,222.73,221.41,2020-01-17
2020-01-18,222.0,221.8,222.0,222.0,2020-01-18
2020-01-21,221.03,219.12,222.43,221.4,2020-01-21
2020-01-22,222.175,220.9,222.85,221.82,2020-01-22
2020-01-23,220.23,219.27,221.485,220.3288,2020-01-23
2020-01-24,220.42,216.11,221.78,218.27,2020-01-24
2020-01-25,217.5,217.47,217.7,217.57,2020-01-25
2020-01-27,215.255,212.5,216.06,214.9,2020-01-27
2020-01-28,216.54,213.52,219.31,215.02,2020-01-28
2020-01-29,221.035,205.0,225.07,223.09,2020-01-29
2020-01-30,207.0,204.75,211.43,210.43,2020-01-30
2020-01-31,204.3968,201.06,210.29,201.9547,2020-01-31
2020-02-01,201.25,201.22,201.66,201.66,2020-02-01
2020-02-03,202.6,202.25,205.14,204.27,2020-02-03
2020-02-04,209.875,203.35,210.6,206.25,2020-02-04
2020-02-05,209.62,208.71,213.2,210.23,2020-02-05
2020-02-06,210.98,209.338,211.46,211.0,2020-02-06
2020-02-07,212.11,209.6,212.82,211.8444,2020-02-07
2020-02-08,211.5,211.25,211.99,211.99,2020-02-08
2020-02-10,212.52,210.66,213.8,212.49,2020-02-10
2020-02-11,208.0,206.5102,213.99,206.65,2020-02-11
2020-02-12,210.71,206.7,211.22,206.8,2020-02-12
2020-02-13,209.5,208.65,214.3259,213.07,2020-02-13
2020-02-14,213.38,212.65,214.93,213.815,2020-02-14
2020-02-15,214.16,214.07,214.18,214.07,2020-02-15
2020-02-18,212.9,212.62,218.3,217.3,2020-02-18
2020-02-19,217.7576,216.11,218.8,217.0664,2020-02-19
2020-02-20,214.82,212.945,218.765,217.95,2020-02-20
2020-02-21,210.87,208.8305,214.237,211.09,2020-02-21
2020-02-22,210.25,210.0,210.25,210.18,2020-02-22
2020-02-24,200.88,198.17,205.0,201.78,2020-02-24
2020-02-25,201.78,195.9537,203.5,201.95,2020-02-25
2020-02-26,197.39,193.25,201.21,197.96,2020-02-26
2020-02-27,192.58,187.0,197.2,193.39,2020-02-27
2020-02-28,188.98,181.82,193.92,192.54,2020-02-28
2020-02-29,193.75,193.5,193.96,193.69,2020-02-29
2020-03-02,189.21,188.85,196.57,189.83,2020-03-02
2020-03-03,189.02,183.97,197.7,189.25,2020-03-03
