date,Open,Low,High,Close,Volume,PE,date1,Returns,day,year,MovingAvg,UB,LB,STD,pct_ma,MovingAvgReturn,line
2014-09-10,76.9,76.51,77.95,76.78,27834641.0,127.96666666666667,2014-09-10,0.0041851948731364,Wednesday,2014,72.76267142857145,123.34411268932936,22.18123016781354,0.6969994261128293,0.006068614767906965,0.8232197728015395,0
2014-09-11,77.9299,76.53,78.36,77.8801,30950050.0,129.80016666666668,2014-09-11,0.01432794998697573,Thursday,2014,73.3536285714286,123.93506983218651,22.772187310670688,0.8404237573995976,0.003461367743169297,0.8101265504178886,0
2014-09-15,75.165,73.43,77.35,77.27,47446891.0,128.78333333333333,2014-09-15,-0.007833836885160705,Monday,2014,73.79886666666668,124.3803079274246,23.21742540590877,0.6503691966888464,0.003252479984886358,0.766993119942382,0
2014-09-16,76.14,73.07,76.23,74.49,35895405.0,124.14999999999999,2014-09-16,-0.03597774039083734,Tuesday,2014,74.16220000000003,124.74364126075794,23.580758739242114,1.2834310273643723,-0.008809638357511473,0.7469209306554508,0
2014-09-18,76.9,76.12,77.33,76.955,22045454.0,128.25833333333333,2014-09-18,0.03309169015975311,Thursday,2014,74.64957619047621,125.23101745123412,24.068134929718298,1.2913114465540778,0.0015586515487734376,0.72686928064199,0
2014-09-19,77.5,76.44,78.3,76.72,74991479.0,127.86666666666667,2014-09-19,-0.0030537327009291237,Friday,2014,75.05290952380955,125.63435078456746,24.471468263051634,1.290370432085912,0.0001108660339603329,0.6723458477669786,0
2014-09-25,77.7,77.13,78.99,78.63,36084676.0,131.05,2014-09-25,0.02489572471324286,Thursday,2014,75.50457619047623,126.08601745123414,24.923134929718316,1.4946136624564907,0.002224420979213759,0.6807482894340282,0
2014-09-30,79.085,78.6,79.7,79.37,34356946.0,132.28333333333336,2014-09-30,0.009411166221544143,Tuesday,2014,75.69790952380956,126.27935078456747,25.116468263051644,1.8962383816392085,0.005673421600554729,0.626154441661372,0
2014-10-01,76.09,75.9,79.08,78.81,53108720.0,131.35000000000002,2014-10-01,-0.0070555625551216306,Wednesday,2014,75.95886190476193,126.54030316551984,25.37742064400402,1.1846180819157748,0.011457857167697871,0.522473040674612,0
2014-10-02,76.92,75.64,77.48,76.94,35112887.0,128.23333333333335,2014-10-02,-0.023727953305418104,Thursday,2014,76.16838571428575,126.74982697504366,25.586944453527835,1.188246607401767,9.39284746636293e-05,0.4302792822940321,0
2014-10-03,77.68,77.08,78.06,77.3,22292411.0,128.83333333333334,2014-10-03,0.0046789706264622755,Friday,2014,76.37314761904766,126.95458887980557,25.791706358289744,1.039591265835678,0.0016404691401419092,0.34940402774392026,0
2014-10-09,77.695,75.33,78.04,77.24,30907676.0,128.73333333333332,2014-10-09,-0.0007761966364813189,Thursday,2014,76.60981428571432,127.19125554647223,26.02837302495641,1.0840987039941432,-0.003493915129802927,0.35419135968412235,0
2014-10-10,73.65,72.76,76.5,73.79,49720515.0,122.98333333333335,2014-10-10,-0.04466597617814594,Friday,2014,76.59505238095241,127.17649364171032,26.013611120194497,1.8413391865708886,-0.014309343609740944,0.28002785737770775,0
2014-10-14,73.85,72.05,74.27,73.27,47375863.0,122.11666666666666,2014-10-14,-0.007047025342187374,Tuesday,2014,76.48933809523812,127.07077935599604,25.907896834480212,2.0013670328056596,-0.014307636167154091,0.18255170422944628,0
2014-10-15,72.02,70.32,73.8,72.95,58202023.0,121.58333333333334,2014-10-15,-0.004367408216186641,Wednesday,2014,76.4055285714286,126.98696983218652,25.82408731067069,2.17523561942176,-0.010435527149307799,0.10732788256990454,0
