date,Open,Low,High,Close,Volume,PE,date1,Returns,day,year,MovingAvg,UB,LB,STD,pct_ma,MovingAvgReturn,line
2016-04-14,110.97,110.15,112.04,110.7836,26770572.0,85.87875968992249,2016-04-14,-0.01996107572540695,Thursday,2016,110.91808095238102,161.49952221313893,60.336639691623105,1.906576353574197,-0.00617903461221343,0.39237033559208456,0
2016-04-15,111.5455,111.5455,111.5455,111.5455,110.0,86.46937984496124,2016-04-15,0.006877371740943605,Friday,2016,111.03455714285722,161.61599840361515,60.45311588209931,1.1692058681036739,-0.007733034270408323,0.34694945937953575,0
2016-04-18,109.98,109.0,110.81,109.8559,19308008.0,85.15961240310078,2016-04-18,-0.01514718209161281,Monday,2016,111.05150476190485,161.63294602266276,60.47006350114694,1.5860500480779196,-0.004781258933150423,0.24495325324501444,0
2016-04-19,112.25,109.16,116.49,116.49,28277029.0,90.30232558139534,2016-04-19,0.06038910973375122,Tuesday,2016,111.41904761904769,162.0004888798056,60.837606358289776,2.5950346346451885,0.005253208358304895,0.24926946736708586,0
2016-04-20,112.69,111.56,113.27,112.37,19817492.0,87.10852713178295,2016-04-20,-0.03536784273328175,Wednesday,2016,111.61190476190482,162.19334602266275,61.03046350114691,2.567194919558711,-0.0006419238151213369,0.2942369713617031,0
2016-04-22,111.8,109.01,112.09,111.95,36121206.0,86.78294573643412,2016-04-22,-0.0037376523983270182,Friday,2016,111.84428571428576,162.4257269750437,61.26284445352785,2.4558693505575793,0.0026027608502946498,0.352616686585445,0
2016-04-25,110.102,109.07,110.67,109.8999,19168741.0,85.19372093023256,2016-04-25,-0.018312639571237188,Monday,2016,112.01047142857148,162.59191268932938,61.429030167813565,2.7038425847315937,-0.0024352414121415087,0.3745351814015254,0
2016-04-28,119.83,116.23,121.71,116.55,81115370.0,90.34883720930232,2016-04-28,0.06051051911785166,Thursday,2016,112.3947571428572,162.97619840361511,61.81331588209929,2.9525916754621404,0.012696298829751384,0.37575514987621605,0
2016-04-29,117.4,115.84,117.84,116.01,34569402.0,89.93023255813954,2016-04-29,-0.004633204633204602,Friday,2016,112.71856666666673,163.30000792742464,62.13712540590882,2.8345639527109494,-0.00030816404363978036,0.44155098061963277,0
2016-05-03,117.79,117.02,118.16,117.68,22329785.0,91.2248062015504,2016-05-03,0.014395310749073298,Tuesday,2016,113.08999523809528,163.6714364988532,62.50855397733737,3.3250858488178285,0.00964446665283123,0.5092842879416086,0
2016-05-04,116.96,116.5,118.3,117.798,22034006.0,91.31627906976743,2016-05-04,0.001002719238613059,Wednesday,2016,113.42942380952384,164.01086507028174,62.84798254876593,3.267972334951582,0.010592540980219245,0.5587980151783832,0
2016-05-05,117.61,117.25,119.39,118.28,20547715.0,91.68992248062015,2016-05-05,0.004091750284385132,Thursday,2016,113.77323333333338,164.3546745940913,63.19179207257547,0.9450898370045686,0.015073418951343709,0.548396308025654,0
2016-05-09,119.26,118.79,120.28,119.56,19939111.0,92.68217054263566,2016-05-09,0.010821778829895212,Monday,2016,114.15275714285718,164.7341984036151,63.57131588209927,1.2772027247111006,0.0051356708937524195,0.5616691418814741,0
2016-05-11,119.8,119.42,121.08,119.79,20811572.0,92.86046511627907,2016-05-11,0.001923720307795307,Wednesday,2016,114.5560904761905,165.1375317369484,63.97464921543259,0.990879811081872,0.006447055881952402,0.5784159163907651,0
2016-05-13,119.89,119.0,120.64,119.82,17030009.0,92.88372093023256,2016-05-13,0.00025043826696702354,Friday,2016,114.84323333333337,165.4246745940913,64.26179207257546,0.9435310275819069,0.0036180813855311465,0.5715479438793736,0
2016-05-16,118.315,117.35,120.15,118.58,28921578.0,91.92248062015503,2016-05-16,-0.010348856618260682,Monday,2016,115.07894761904765,165.66038887980557,64.49750635828974,0.7233118276440732,0.0013477662141563984,0.5251356589644091,0
2016-05-17,118.2,117.2,119.19,117.7299,19911660.0,91.26348837209302,2016-05-17,-0.0071689998313374526,Tuesday,2016,115.23965714285717,165.82109840361508,64.65821588209926,0.9156409241672103,-0.0009043838089881184,0.4324494287117038,0
2016-05-19,117.05,115.88,117.6,116.7044,19344208.0,90.46852713178295,2016-05-19,-0.008710616419448147,Thursday,2016,115.27177142857144,165.85321268932935,64.69033016781353,1.3441580331232015,-0.00481086285885679,0.2996407086679451,0
2016-05-24,117.28,116.12,117.95,117.46,18814808.0,91.05426356589146,2016-05-24,0.006474477397595768,Tuesday,2016,115.50510476190478,166.08654602266267,64.92366350114686,1.1910720876628424,-0.003900711440896698,0.2454575769320074,0
2016-05-25,118.18,117.38,118.665,118.3502,18801498.0,91.74434108527132,2016-05-25,0.007578750212838381,Wednesday,2016,115.72606666666668,166.30750792742458,65.14462540590877,0.7459580015050773,-0.0024350490517224266,0.2530930961668036,0
2016-05-26,119.27,117.92,119.7601,119.52,16740094.0,92.65116279069767,2016-05-26,0.009884224952724896,Thursday,2016,116.03463809523811,166.61607935599602,65.4531968344802,1.0565369562913989,0.001611567262474689,0.33221400521240096,0
2016-06-07,117.99,117.67,119.3,118.6,15700154.0,91.93798449612403,2016-06-07,-0.0076974564926372,Tuesday,2016,116.40684761904761,166.9882888798055,65.8254063582897,1.0819745801124572,0.0015058759302147395,0.4455772084169225,0
2016-06-08,118.4,117.27,118.6,118.39,13643172.0,91.7751937984496,2016-06-08,-0.0017706576728498957,Wednesday,2016,116.73277619047617,167.31421745123407,66.15133492971826,0.7348595838727335,0.0028938676795343897,0.49768746677358316,0
2016-06-09,118.06,117.71,118.68,118.153,12252761.0,91.59147286821704,2016-06-09,-0.0020018582650561667,Thursday,2016,117.12787619047616,167.70931745123409,66.54643492971825,0.5368133269672472,0.0011986005470040028,0.5540999433767989,0
2016-06-10,117.86,116.26,118.11,116.96,17267351.0,90.66666666666666,2016-06-10,-0.01009707751813338,Friday,2016,117.15025714285713,167.73169840361504,66.56881588209922,0.9220470703871726,-0.002336564999190349,0.47829785380597484,0
2016-06-13,113.92,113.31,116.76,114.36,29480842.0,88.65116279069767,2016-06-13,-0.022229822161422663,Monday,2016,117.24501904761904,167.82646030837697,66.66357778686113,1.758169161374784,-0.00875937442201986,0.35336178154420134,0
2016-06-16,113.14,112.94,114.5,113.96,17886274.0,88.34108527131782,2016-06-16,-0.0034977264777894534,Thursday,2016,117.34073333333333,167.92217459409125,66.75929207257542,2.088997558641255,-0.007919428419050311,0.23198628508087893,0
2016-06-28,112.78,109.25,112.94,111.62,24672003.0,86.52713178294574,2016-06-28,-0.020533520533520422,Tuesday,2016,117.42264285714286,168.0040841179008,66.84120159638495,2.5835076543352344,-0.011672000991184418,0.12515879801118948,0
2016-07-01,114.55,113.81,115.13,114.01,13902836.0,88.37984496124031,2016-07-01,0.02141193334527869,Friday,2016,117.30169047619049,167.8831317369484,66.72024921543257,1.8968183887785597,-0.006989242669117446,0.10226756957917903,0
2016-07-05,113.49,112.97,114.24,113.4,13077451.0,87.90697674418605,2016-07-05,-0.005350407858959683,Tuesday,2016,117.17740476190477,167.75884602266268,66.59596350114685,1.0898623766367492,-0.006039908737282706,0.09317259850349884,0
2016-07-06,113.1959,112.97,116.86,115.848,21387702.0,89.80465116279069,2016-07-06,0.0215873015873016,Wednesday,2016,117.09016666666668,167.6716079274246,66.50872540590876,1.5141957601341967,0.002723516012462146,0.13243956291901046,0
2016-07-08,116.7222,115.8,117.5,117.024,16708112.0,90.71627906976744,2016-07-08,0.010151232649678876,Friday,2016,117.05330952380952,167.63475078456742,66.4718682630516,2.1130936562321443,0.005453307837955812,0.1529656253483012,0
2016-07-12,117.89,117.57,118.72,117.918,14030290.0,91.4093023255814,2016-07-12,0.00763945857260051,Tuesday,2016,117.03607142857142,167.61751268932932,66.4546301678135,1.9250002597425298,0.011087903659179998,0.10954518631285645,0
2016-07-13,117.0623,116.6,118.42,117.0,15130446.0,90.69767441860465,2016-07-13,-0.007785070981529585,Wednesday,2016,116.91416666666666,167.49560792742457,66.33272540590875,1.748369526161138,0.005248502793818344,0.09540936028640004,0
2016-07-15,116.89,116.39,118.28,116.87,15612412.0,90.59689922480621,2016-07-15,-0.0011111111111110628,Friday,2016,116.77511904761903,167.35656030837694,66.19367778686112,0.735558291374029,0.006096362143388068,0.12920037347642177,0
2016-07-18,118.295,116.5,119.65,118.97,19394903.0,92.22480620155038,2016-07-18,0.017968683152220333,Monday,2016,116.73464285714283,167.31608411790074,66.15320159638492,0.8934756851807292,0.005372638456371814,0.14587901363739983,0
2016-07-22,120.79,119.25,121.4,119.75,17170560.0,92.82945736434108,2016-07-22,0.00655627469109854,Friday,2016,116.79035714285712,167.37179840361503,66.2089158820992,1.2485402676763322,0.004653646864655747,0.12370490084404503,0
2016-07-25,120.66,117.78,121.86,121.29,17176540.0,94.0232558139535,2016-07-25,0.012860125260960364,Monday,2016,116.95988571428569,167.5413269750436,66.37844445352778,1.8770668608255403,0.005697780202327718,0.09684257161242116,0
2016-07-26,122.03,120.7,122.54,121.22,16259473.0,93.96899224806201,2016-07-26,-0.0005771291944925983,Tuesday,2016,117.17491428571425,167.75635554647215,66.59347302495634,1.8269373278822854,0.007139368559735115,0.18253551042923258,0
2016-07-27,122.74,120.0,133.91,122.03,48763646.0,94.5968992248062,2016-07-27,0.006682065665731818,Wednesday,2016,117.3925333333333,167.9739745940912,66.81109207257539,1.252126191727466,0.008698003915103692,0.273908454733446,0
2016-07-28,129.32,123.63,130.59,125.27,74394239.0,97.10852713178294,2016-07-28,0.026550848152093742,Thursday,2016,117.7220476190476,168.3034888798055,67.14060635828969,2.0512240248227824,0.010414436915078373,0.36584778645721777,0
2016-07-29,124.94,123.5,126.0,125.39,32932619.0,97.2015503875969,2016-07-29,0.0009579308693223876,Friday,2016,118.0015714285714,168.5830126893293,67.42013016781348,2.114852240703933,0.009294768150723142,0.4175605786819834,0
2016-08-01,124.7,122.86,124.7,124.1365,23227989.0,96.2298449612403,2016-08-01,-0.009996809952946828,Monday,2016,118.26521428571426,168.84665554647216,67.68377302495635,1.8980055189620957,0.004723381107941705,0.44173404389507837,0
2016-08-02,122.63,122.07,124.8,122.496,22234412.0,94.95813953488373,2016-08-02,-0.013215291231829518,Tuesday,2016,118.46073809523809,169.04217935599598,67.87929683448017,1.5503827753205452,0.0021957487004743204,0.42541384999720666,0
2016-08-03,122.685,122.31,123.92,122.48,17419096.0,94.94573643410853,2016-08-03,-0.0001306165099267398,Wednesday,2016,118.66678571428572,169.24822697504362,68.08534445352781,1.4252804110106396,0.0008332122653426088,0.3725690338390983,0
2016-08-05,125.14,124.6,125.835,125.55,18681987.0,97.32558139534883,2016-08-05,0.025065316786414105,Friday,2016,119.07583333333335,169.65727459409126,68.49439207257544,1.4937450418363467,0.0005361059922066813,0.4075291652385274,0
2016-08-08,125.55,124.55,125.7,125.025,14444208.0,96.9186046511628,2016-08-08,-0.004181600955794451,Monday,2016,119.58369047619048,170.1651317369484,69.00224921543257,1.4163899533711242,-0.0004918003728166864,0.5264382620617869,0
2016-08-09,125.721,124.53,126.09,125.8601,18269022.0,97.56596899224806,2016-08-09,0.006679464107178568,Tuesday,2016,120.15036190476191,170.7318031655198,69.568920644004,1.6648778009243588,0.0028434544392083928,0.6884521801524984,0
2016-08-15,124.0298,123.7,125.32,123.85,17335735.0,96.0077519379845,2016-08-15,-0.015970907380496335,Monday,2016,120.73274285714285,171.31418411790077,70.15130159638494,1.388960169339202,0.0022923312094750292,0.8250968634159717,0
2016-08-16,123.6,122.78,123.92,123.52,12821211.0,95.75193798449612,2016-08-16,-0.00266451352442465,Tuesday,2016,121.1856,171.7670412607579,70.60415873924208,1.033227928392784,0.0017855518065754473,0.8494854963498167,0
2016-08-18,124.155,123.64,124.43,123.91,11097287.0,96.05426356589146,2016-08-18,0.003157383419689186,Thursday,2016,121.68607619047617,172.26751745123408,71.10463492971826,0.9790384834166391,-0.0025960348667695365,0.8294962930777778,0
2016-08-22,124.54,123.11,124.83,123.86,13329925.0,96.01550387596899,2016-08-22,-0.00040351868291499393,Monday,2016,122.06759999999998,172.64904126075788,71.48615873924207,0.9408150732267653,-0.001840418412193645,0.7587764569114501,0
2016-08-23,124.76,124.25,125.09,124.61,11990034.0,96.5968992248062,2016-08-23,0.006055223639592988,Tuesday,2016,122.42883809523809,173.010279355996,71.84739683448018,0.4000624951312265,-0.001965266505710761,0.6772848990384984,0
2016-08-25,124.145,123.1,124.37,124.05,9703140.0,96.16279069767441,2016-08-25,-0.004494021346601373,Thursday,2016,122.7208380952381,173.302279355996,72.13939683448018,0.39755502765105805,0.00033011070106823135,0.6058655883193804,0
2016-08-26,124.93,123.68,125.19,124.38,16512033.0,96.41860465116278,2016-08-26,0.0026602176541716815,Friday,2016,123.07226666666668,173.6537079274246,72.49082540590877,0.3222886904790068,0.0013950569367874976,0.5421644745451242,0
2016-08-29,126.3,124.35,126.73,125.7735,14782864.0,97.49883720930232,2016-08-29,0.011203569705740435,Monday,2016,123.49624285714286,174.0776841179008,72.91480159638495,0.7507299447942493,0.0030042941939977474,0.554559110592657,0
2016-09-02,126.85,126.0,126.86,126.46,11252271.0,98.03100775193798,2016-09-02,0.005458224506752263,Friday,2016,123.85290952380953,174.43435078456744,73.27146826305162,1.0190610629451633,0.004176642831931199,0.5739907308706544,0
2016-09-06,126.7,126.38,129.94,128.7735,24451738.0,99.82441860465117,2016-09-06,0.01829432231535688,Tuesday,2016,124.28260000000003,174.86404126075794,73.70115873924212,1.8920036139001284,0.006624462567083977,0.6176450834808717,0
2016-09-07,130.34,129.45,131.98,130.98,25977857.0,101.53488372093022,2016-09-07,0.017134736572353537,Wednesday,2016,124.7440285714286,175.3254698321865,74.16258731067069,2.611142791003866,0.01095021415087496,0.6535684726697115,0
2016-09-08,130.28,129.81,131.23,130.19,14039530.0,100.92248062015503,2016-09-08,-0.006031455183997503,Thursday,2016,125.17117142857147,175.7526126893294,74.58973016781356,2.2724347460404224,0.009211879583241123,0.6711703069222789,0
2016-09-12,126.95,125.3,128.97,126.855,18994891.0,98.33720930232558,2016-09-12,-0.02561640679007604,Monday,2016,125.40093333333337,175.98237459409128,74.81949207257546,1.989589329487837,0.0018478842840778276,0.6337519073295186,0
2016-09-15,128.81,127.67,129.1,128.8202,13694871.0,99.86062015503876,2016-09-15,0.015491703125615874,Thursday,2016,125.56999047619051,176.15143173694844,74.9885492154326,1.57675278278239,0.00385458000785055,0.5218780811030937,0
2016-09-19,128.845,128.26,130.09,128.66,13518470.0,99.73643410852712,2016-09-19,-0.0012435937842046885,Monday,2016,125.7257047619048,176.30714602266272,75.14426350114688,1.5838566563966596,-5.300321206176406e-05,0.38324497506165256,0
2016-09-20,128.285,128.0307,129.17,129.0,10186036.0,100.0,2016-09-20,0.0026426239701540233,Tuesday,2016,125.95730000000003,176.53874126075794,75.37585873924212,1.1968757278898485,-0.0029514257325016667,0.30073619175692506,0
2016-09-21,129.39,128.39,130.005,129.91,13145210.0,100.70542635658914,2016-09-21,0.00705426356589145,Wednesday,2016,126.31034761904763,176.89178887980555,75.72890635828972,1.1136862700113679,-0.0003342819825238763,0.35447888231851216,0
2016-09-22,130.31,128.1,130.73,128.35,14535996.0,99.49612403100774,2016-09-22,-0.012008313447771535,Thursday,2016,126.58987142857144,177.17131268932934,76.00843016781353,0.5884362395467863,0.002387336685937025,0.4187894404191775,0
2016-09-26,127.49,126.8,128.16,127.5299,13814720.0,98.86038759689922,2016-09-26,-0.006389559797428834,Monday,2016,126.68415238095238,177.2655936417103,76.10271112019447,0.8727588452785058,-0.001988915898671917,0.40869949634620567,0
2016-09-28,129.411,128.4,129.47,128.78,11135821.0,99.82945736434108,2016-09-28,0.00980240712178082,Wednesday,2016,126.86296190476192,177.44440316551982,76.281520644004,0.8733780407199846,0.00022028428252518495,0.35440184563740446,0
2016-09-30,128.47,127.45,128.59,127.89,16924356.0,99.13953488372093,2016-09-30,-0.00691101102655689,Friday,2016,126.95962380952382,177.54106507028172,76.3781825487659,0.9222082747469803,-0.0016904427168169978,0.2531986065682048,0
2016-10-03,128.15,127.8,129.09,128.4603,12069375.0,99.58162790697673,2016-10-03,0.004459300961763946,Monday,2016,127.17916190476193,177.76060316551985,76.59772064400401,0.49289179645403386,-0.0022094352376424986,0.2321488871613624,0
2016-10-04,128.38,127.5499,129.2765,129.1,13169811.0,100.07751937984496,2016-10-04,0.0049797486071572195,Tuesday,2016,127.44487619047621,178.02631745123412,76.8634349297183,0.6410361323761246,0.0011881771733432522,0.29443281293327955,0
2016-10-05,128.75,127.83,128.8,128.15,11551158.0,99.34108527131784,2016-10-05,-0.007358636715724121,Wednesday,2016,127.64678095238098,178.2282222131389,77.06533969162307,0.4826257535728702,0.000994361789684195,0.32773552407386963,0
2016-10-07,129.03,128.33,129.25,128.97,12005447.0,99.9767441860465,2016-10-07,0.006398751463129182,Friday,2016,127.8901142857143,178.47155554647222,77.30867302495639,0.5186732285474105,0.00031363065795386724,0.36841572051583643,0
2016-10-10,129.49,129.15,130.7,130.55,13797258.0,101.20155038759691,2016-10-10,0.012250911064588754,Monday,2016,128.17297142857146,178.75441268932937,77.59153016781354,0.9241980945727925,0.004146015076182996,0.38520145213726587,0
2016-10-11,128.52,128.23,130.64,128.99,15606815.0,99.9922480620155,2016-10-11,-0.011949444657219477,Tuesday,2016,128.40820952380952,178.98965078456743,77.8267682630516,0.8689764093529873,0.0008642659523863117,0.38837900814378634,0
2016-10-12,129.255,128.46,129.66,129.19,10155343.0,100.14728682170542,2016-10-12,0.001550507791301614,Wednesday,2016,128.63725714285715,179.21869840361506,78.05581588209924,0.8685620300312558,0.0001784177892151906,0.39540601710882495,0
2016-10-13,127.98,126.75,128.66,127.155,15693731.0,98.56976744186046,2016-10-13,-0.015751993188327207,Thursday,2016,128.70304285714286,179.28448411790077,78.12160159638495,1.2082445944476452,-0.0015002535053054266,0.33638499683889705,0
2016-10-17,127.68,127.32,128.47,127.696,9815992.0,98.9891472868217,2016-10-17,0.004254649836813229,Monday,2016,128.76190000000003,179.34334126075794,78.18045873924211,1.33607903958257,-0.0019290738305686173,0.24356980437181674,0
2016-10-18,128.8,128.01,129.39,129.135,12027682.0,100.10465116279069,2016-10-18,0.011268951259240545,Tuesday,2016,128.7791142857143,179.3605555464722,78.19767302495637,0.9424111098728435,-0.0021254657916382593,0.15026496759423894,0
2016-10-19,129.8,128.5,130.47,130.06,15370031.0,100.82170542635659,2016-10-19,0.007163046424284669,Wednesday,2016,128.73530476190476,179.31674602266267,78.15386350114684,1.1895405415587332,0.00169703242466257,0.05604246394485973,0
2016-10-20,130.02,129.5,130.66,130.0501,12049555.0,100.81403100775192,2016-10-20,-7.611871443957696e-05,Thursday,2016,128.72864285714283,179.31008411790074,78.14720159638492,1.3402955800911607,0.0013717071235143318,0.029637739713981315,0
2016-10-21,129.99,129.6,132.19,132.01,17887219.0,102.33333333333333,2016-10-21,0.015070345966669896,Friday,2016,128.97411904761904,179.55556030837695,78.39267778686113,1.5718470638113136,0.007536174954513752,0.10172888006558095,0
2016-10-25,132.55,131.67,133.84,133.4,12152739.0,103.4108527131783,2016-10-25,0.010529505340504564,Tuesday,2016,129.19220476190475,179.77364602266266,78.61076350114683,1.7335255844701551,0.00879114605525202,0.2002100235482832,0
2016-10-26,131.68,130.935,132.26,131.225,11950655.0,101.72480620155038,2016-10-26,-0.01630434782608703,Wednesday,2016,129.31434761904762,179.89578887980554,78.73290635828971,1.4148816388704482,0.0032764862381865047,0.26434436719123094,0
2016-10-27,130.21,128.5,131.86,130.24,15239051.0,100.96124031007753,2016-10-27,-0.007506191655553329,Thursday,2016,129.37339523809524,179.95483649885315,78.79195397733733,1.3756301290727582,0.00034263862221890485,0.2653184618409436,0
2016-10-28,131.55,129.78,132.97,132.86,23013214.0,102.9922480620155,2016-10-28,0.020116707616707696,Friday,2016,129.51387142857143,180.09531268932935,78.93243016781352,1.263317062345352,0.004381203888448359,0.20350911665334154,0
2016-11-01,129.6,128.65,132.04,130.46,19946220.0,101.13178294573643,2016-11-01,-0.018064127653168782,Tuesday,2016,129.61434761904763,180.19578887980555,79.03290635828972,1.4239540020705697,-0.002245690835519376,0.16592262491599033,0
2016-11-02,128.685,116.31,130.44,129.405,46297053.0,100.31395348837209,2016-11-02,-0.008086769891154422,Wednesday,2016,129.70363809523812,180.28507935599603,79.1221968344802,1.3030953533846217,-0.0059689458818511735,0.16213806510947654,0
2016-11-07,122.33,121.35,123.2089,122.485,20912361.0,94.94961240310077,2016-11-07,-0.05347552258413513,Monday,2016,129.4038761904762,179.98531745123412,78.8224349297183,3.909525226931277,-0.013403180833460792,0.13930453314004468,0
2016-11-08,121.95,121.54,124.61,122.38,17956625.0,94.86821705426355,2016-11-08,-0.0008572478262645067,Tuesday,2016,129.14149523809527,179.7229364988532,78.56005397733736,4.808410080266827,-0.012073392067603028,0.2176506114570753,0
2016-11-09,121.5244,120.16,124.5,123.15,29290103.0,95.46511627906978,2016-11-09,0.006291877757803599,Wednesday,2016,128.88862380952384,179.47006507028175,78.30718254876592,4.005273710997915,-0.014838358039383848,0.3369657438210651,0
2016-11-10,123.1,122.9,123.14,123.11,11572.0,95.43410852713178,2016-11-10,-0.00032480714575722214,Thursday,2016,128.60338571428576,179.18482697504368,78.02194445352785,2.9829544917766615,-0.011290493937901536,0.42957221463709117,0
2016-11-14,115.0,113.5535,119.48,116.1397,47737567.0,90.03077519379845,2016-11-14,-0.056618471285841854,Monday,2016,128.03146666666672,178.61290792742463,77.4500254059088,2.990859737267817,-0.02099683421683902,0.5285575402773828,0
2016-11-15,114.97,114.96,115.15,115.0,14948.0,89.14728682170542,2016-11-15,-0.009813181883541966,Tuesday,2016,127.36622857142864,177.94766983218653,76.78478731067072,4.035814963301626,-0.01226436607672039,0.7131338689947132,0
2016-11-22,121.4627,120.9,122.98,121.69,23826161.0,94.33333333333333,2016-11-22,0.05817391304347819,Tuesday,2016,126.94432380952387,177.52576507028178,76.36288254876595,3.9429331363858133,-0.0004581339027718512,0.8162912908320468,0
2016-11-23,121.25,121.2,121.4,121.26,22335.0,94.0,2016-11-23,-0.0035335689045935537,Wednesday,2016,126.57622857142863,177.15766983218654,75.99478731067072,3.6210972118971276,-0.0024232232352512815,0.818512023132213,0
2016-11-25,121.07,120.07,121.25,120.24,8013705.0,93.20930232558139,2016-11-25,-0.008411677387432093,Friday,2016,126.15003809523813,176.73147935599604,75.56859683448022,3.0811018999716646,-0.004040597283586256,0.7249537165604096,0
2016-11-28,120.4872,119.6,121.69,121.17,16698982.0,93.93023255813954,2016-11-28,0.007734530938123818,Monday,2016,125.86503809523813,176.44647935599605,75.28359683448022,2.7743593855175432,0.008830003161206879,0.6014437844458601,0
2016-11-29,120.6,120.32,122.1,121.3134,17170268.0,94.04139534883721,2016-11-29,0.001183461252785234,Tuesday,2016,125.5611047619048,176.1425460226627,74.97966350114689,0.5379883939358086,0.011029331788472319,0.5514927920313567,0
2016-11-30,118.5073,117.95,121.79,118.51,28092838.0,91.86821705426357,2016-11-30,-0.023108741491047136,Wednesday,2016,125.05515238095242,175.63659364171033,74.47371112019451,1.1953881009987684,-0.005227199118432746,0.5771784686230543,0
2016-12-01,115.14,114.0,118.79,115.15,39396713.0,89.26356589147287,2016-12-01,-0.02835203780271711,Thursday,2016,124.34515238095243,174.92659364171033,73.76371112019451,2.5631114123286,-0.010190892898057458,0.7134923114648719,0
2016-12-02,114.99,114.86,115.04,114.91,10675.0,89.07751937984496,2016-12-02,-0.00208423795049939,Friday,2016,123.62419523809528,174.2056364988532,73.04275397733737,3.1119242137315704,-0.008925405010670916,0.9120686292889416,0
2016-12-08,118.8039,117.6,119.5,118.72,20844118.0,92.03100775193798,2016-12-08,0.03315638325646164,Thursday,2016,122.99133809523812,173.57277935599603,72.40989683448021,2.6943283600943486,-0.0038410345470033525,1.040529083325963,0
2016-12-09,118.87,118.75,118.87,118.87,5450.0,92.14728682170542,2016-12-09,0.0012634770889488056,Friday,2016,122.29943333333334,172.88087459409127,71.71799207257543,2.0159910714109284,-0.003825031379770638,1.0857450997109686,0
2016-12-12,118.4961,117.6,119.48,118.444,16239529.0,91.8170542635659,2016-12-12,-0.0035837469504500508,Monday,2016,121.6908142857143,172.2722555464722,71.10937302495638,2.005721117206621,7.996752834877885e-05,1.0492150677060395,0
2016-12-13,118.19,117.6,121.52,117.65,27429020.0,91.2015503875969,2016-12-13,-0.006703589882138372,Tuesday,2016,121.09129047619051,171.67273173694844,70.5098492154326,1.6391818691068745,0.004409657112464526,1.0069459058792585,0
2016-12-14,120.46,120.43,120.63,120.43,12101.0,93.35658914728683,2016-12-14,0.02362940926476842,Wednesday,2016,120.49938571428572,171.08082697504364,69.91794445352781,1.0142530256346327,0.00955238655551809,0.9795300359766754,0
2016-12-15,119.71,119.63,122.5,120.4627,18444503.0,93.38193798449612,2016-12-15,0.0002715270281490323,Thursday,2016,120.02332380952382,170.60476507028173,69.4418825487659,1.2435976350930749,0.002975415309855567,0.9090617860238682,0
2016-12-16,120.57,120.5,120.57,120.57,2499.0,93.46511627906976,2016-12-16,0.0008907321519440181,Friday,2016,119.60260952380953,170.18405078456743,69.02116826305162,1.366892855350841,0.0029008663224546092,0.8317142677687889,0
2016-12-19,119.89,118.51,120.36,119.685,14767360.0,92.77906976744185,2016-12-19,-0.007340134361781492,Monday,2016,119.4692761904762,170.0507174512341,68.88783492971828,1.230499007723791,0.0021495888401883213,0.6682709228084832,0
2016-12-20,119.42,119.27,119.43,119.35,6721.0,92.51937984496124,2016-12-20,-0.002799014078623152,Tuesday,2016,119.32499047619046,169.90643173694838,68.74354921543255,0.5468261222814264,0.002930504000891365,0.4774138392819149,0
2016-12-23,116.38,116.3,117.59,117.055,10049776.0,90.74031007751938,2016-12-23,-0.019229157938835284,Friday,2016,119.03475238095237,169.61619364171028,68.45331112019446,1.4210885116730627,-0.0056412094398293755,0.3646979227068823,0
2016-12-24,117.15,117.15,117.15,117.15,200.0,90.81395348837209,2016-12-24,0.0008115842979796728,Saturday,2016,118.75094285714283,169.33238411790074,68.16950159638492,1.5794722219808066,-0.005533197985863247,0.34370021180912463,0
2016-12-27,118.49,116.864,118.68,117.98,10804471.0,91.45736434108527,2016-12-27,0.007084933845497243,Tuesday,2016,118.83857619047616,169.42001745123406,68.25713492971825,1.2226988590854653,-0.004294357647152603,0.30826083102919394,0
2016-12-28,117.98,117.95,118.16,118.01,7867.0,91.48062015503876,2016-12-28,0.00025428038650621154,Wednesday,2016,118.9819095238095,169.56335078456743,68.4004682630516,0.9215638881861749,-0.0027754746974950617,0.2203936450718455,0
2016-12-30,115.0299,114.7739,116.83,115.3301,16905046.0,89.40317829457364,2016-12-30,-0.022709092449792467,Friday,2016,118.67905714285713,169.26049840361503,68.09761588209922,1.0885133219252174,-0.006757490371728925,0.15037411798396325,0
2016-12-31,115.12,115.12,115.25,115.17,6905.0,89.27906976744185,2016-12-31,-0.001388189206460444,Saturday,2016,118.38905714285713,168.97049840361504,67.80761588209921,1.3937898342320487,-0.0031892966252539566,0.22051141508961292,0
2017-01-03,117.33,115.05,117.84,116.91,19855584.0,33.49856733524355,2017-01-03,0.015108101067986324,Tuesday,2017,118.23048571428569,168.8119269750436,67.64904445352778,1.379685653331436,-0.0003299932712526266,0.31113699945473616,0
2017-01-04,116.75,116.66,119.66,119.4567,18854609.0,34.22828080229226,2017-01-04,0.021783423146009673,Wednesday,2017,118.14889999999998,168.73034126075788,67.56745873924207,1.8164529481956415,0.0026097045888498595,0.3433362507156955,0
2017-01-05,118.51,118.3,120.95,118.65,18876956.0,33.99713467048711,2017-01-05,-0.006753074545002402,Thursday,2017,118.02207142857142,168.60351268932934,67.44063016781351,1.926786473122713,0.0012082336025481366,0.25314918989292734,0
